Ensembl,D1,D2,D3,D4
ENSG00000276206,0,0,0,0
ENSG00000276208,0,0,0,0
ENSG00000276210,0,0,0,0
ENSG00000276213,24,4,40,27
ENSG00000276214,0,0,0,0
ENSG00000276216,1130,958,2556,1991
ENSG00000276221,0,0,0,0
ENSG00000276223,0,0,0,1
ENSG00000276225,0,0,0,0
ENSG00000276229,0,0,0,0
ENSG00000276231,14,11,25,44
ENSG00000276232,0,0,0,0
ENSG00000276233,0,0,0,0
ENSG00000276234,107,124,61,53
ENSG00000276240,0,8,5,10
ENSG00000276241,0,0,0,0
ENSG00000276248,3,7,4,23
ENSG00000276250,0,0,0,0
ENSG00000276251,5,0,0,0
ENSG00000276255,19,14,52,68
ENSG00000276257,0,0,0,0
ENSG00000276259,34,38,49,75
ENSG00000276261,0,0,0,0
ENSG00000276266,0,0,0,0
ENSG00000276269,0,0,0,0
ENSG00000276270,0,0,0,0
ENSG00000276272,0,0,0,0
ENSG00000276277,0,0,0,0
ENSG00000276278,30,48,112,75
ENSG00000276281,0,0,0,0
ENSG00000276282,0,7,6,2
ENSG00000276289,0,0,0,0
ENSG00000276290,0,0,0,1
ENSG00000276291,502,610,953,998
ENSG00000276292,0,0,0,1
ENSG00000276293,1,0,0,2
ENSG00000276294,0,0,0,0
ENSG00000276298,0,0,0,0
ENSG00000276302,8,1,11,10
ENSG00000276304,0,0,0,0
ENSG00000276308,0,0,0,0
ENSG00000276309,0,0,0,0
ENSG00000276311,0,0,0,0
ENSG00000276314,0,0,0,0
ENSG00000276316,0,0,0,0
ENSG00000276317,10,15,27,27
ENSG00000276318,0,0,0,0
ENSG00000276319,0,0,0,0
ENSG00000276326,0,0,0,0
ENSG00000276332,0,0,0,0
ENSG00000276334,83,103,147,224
ENSG00000276337,18,18,38,97
ENSG00000276348,0,0,0,0
ENSG00000276350,0,0,0,0
ENSG00000276352,0,0,0,0
ENSG00000276353,0,0,0,0
ENSG00000276359,0,0,0,0
ENSG00000276362,0,0,1,0
ENSG00000276365,0,0,0,0
ENSG00000276366,0,0,0,0
ENSG00000276368,837,538,700,588
ENSG00000276375,0,0,0,0
ENSG00000276376,0,0,0,0
ENSG00000276380,2,3,4,4
ENSG00000276384,5,0,0,1
ENSG00000276385,0,0,0,0
ENSG00000276386,0,0,0,0
ENSG00000276388,0,0,0,0
ENSG00000276390,36,26,32,17
ENSG00000276391,0,0,0,0
ENSG00000276393,1,0,2,0
ENSG00000276396,0,0,0,0
ENSG00000276397,0,0,0,0
ENSG00000276398,0,0,0,0
ENSG00000276399,0,0,0,0
ENSG00000276400,0,0,0,0
ENSG00000276403,0,0,0,0
ENSG00000276404,0,0,0,0
ENSG00000276405,1,0,6,54
ENSG00000276406,0,0,0,0
ENSG00000276407,0,0,0,0
ENSG00000276408,3,0,9,9
ENSG00000276409,0,0,0,0
ENSG00000276410,5412,1994,4565,2481
ENSG00000276411,0,0,0,0
ENSG00000276412,0,0,0,0
ENSG00000276413,0,0,0,0
ENSG00000276417,0,3,8,10
ENSG00000276418,0,1,0,0
ENSG00000276422,0,0,0,0
ENSG00000276426,0,0,0,0
ENSG00000276427,0,0,0,0
ENSG00000276428,0,0,1,3
ENSG00000276430,0,0,0,0
ENSG00000276431,0,0,0,0
ENSG00000276434,0,0,0,0
ENSG00000276436,2,3,8,4
ENSG00000276442,0,0,0,0
ENSG00000276443,0,0,0,0
ENSG00000276445,2,0,3,0
ENSG00000276449,18,21,16,75
ENSG00000276454,0,5,13,12
ENSG00000276457,0,0,0,0
ENSG00000276460,0,0,0,0
ENSG00000276462,0,0,0,0
ENSG00000276467,0,0,0,0
ENSG00000276470,0,0,0,0
ENSG00000276471,0,0,0,0
ENSG00000276473,0,0,0,0
ENSG00000276474,0,0,0,2
ENSG00000276475,0,0,0,0
ENSG00000276476,72,129,292,190
ENSG00000276478,0,0,0,0
ENSG00000276479,0,0,0,0
ENSG00000276484,0,0,0,0
ENSG00000276486,0,0,0,0
ENSG00000276487,0,0,0,0
ENSG00000276488,0,0,0,4
ENSG00000276489,0,0,0,0
ENSG00000276490,0,0,0,0
ENSG00000276493,0,0,0,0
ENSG00000276494,0,0,0,0
ENSG00000276496,0,0,0,0
ENSG00000276500,0,0,0,0
ENSG00000276502,0,0,0,0
ENSG00000276505,0,0,5,4
ENSG00000276507,0,0,0,0
ENSG00000276508,0,0,0,0
ENSG00000276509,0,0,0,0
ENSG00000276514,0,0,0,0
ENSG00000276517,405,596,714,765
ENSG00000276519,0,0,0,0
ENSG00000276520,0,0,2,0
ENSG00000276521,0,0,0,0
ENSG00000276522,0,0,0,0
ENSG00000276523,7,4,11,15
ENSG00000276524,4,7,26,31
ENSG00000276525,0,0,0,0
ENSG00000276527,0,0,0,0
ENSG00000276528,0,0,0,0
ENSG00000276529,8,9,25,20
ENSG00000276530,0,0,0,0
ENSG00000276531,0,0,0,0
ENSG00000276532,0,0,0,0
ENSG00000276533,115,70,208,125
ENSG00000276535,0,1,0,0
ENSG00000276538,0,0,2,0
ENSG00000276540,0,0,0,0
ENSG00000276542,0,0,0,0
ENSG00000276544,0,0,0,0
ENSG00000276545,0,8,0,1
ENSG00000276546,0,0,0,0
ENSG00000276547,43,31,30,29
ENSG00000276548,0,0,0,0
ENSG00000276550,543,279,423,793
ENSG00000276556,0,0,0,0
ENSG00000276557,56,48,167,1
ENSG00000276562,0,0,0,0
ENSG00000276563,0,0,0,0
ENSG00000276564,5,45,40,48
ENSG00000276566,0,0,0,0
ENSG00000276568,0,0,0,0
ENSG00000276569,0,0,0,0
ENSG00000276570,39,61,62,83
ENSG00000276571,7,5,6,0
ENSG00000276573,24,10,12,16
ENSG00000276575,0,0,0,0
ENSG00000276576,1,0,0,0
ENSG00000276577,0,0,0,0
ENSG00000276578,0,0,0,0
ENSG00000276580,0,0,0,0
ENSG00000276581,0,0,0,0
ENSG00000276584,0,0,0,0
ENSG00000276586,0,0,0,0
ENSG00000276588,0,0,0,0
ENSG00000276591,0,0,0,0
ENSG00000276592,0,0,0,0
ENSG00000276593,0,0,2,0
ENSG00000276596,0,0,0,0
ENSG00000276597,0,0,0,0
ENSG00000276598,0,0,0,0
ENSG00000276599,0,0,0,0
ENSG00000276600,0,0,0,0
ENSG00000276601,0,0,0,0
ENSG00000276603,29,24,49,59
ENSG00000276605,0,0,0,0
ENSG00000276609,0,0,0,0
ENSG00000276610,0,0,0,0
ENSG00000276612,0,0,0,0
ENSG00000276620,0,0,0,0
ENSG00000276622,0,0,0,0
ENSG00000276623,0,0,0,0
ENSG00000276626,0,0,0,0
ENSG00000276627,0,0,0,0
ENSG00000276631,0,0,0,0
ENSG00000276632,0,0,0,0
ENSG00000276633,1,5,2,0
ENSG00000276637,0,0,0,0
ENSG00000276638,0,0,0,0
ENSG00000276639,0,0,0,0
ENSG00000276641,0,0,0,0
ENSG00000276642,0,0,0,0
ENSG00000276643,0,0,0,0
ENSG00000276644,0,2,9,3
ENSG00000276645,0,7,6,8
ENSG00000276647,0,0,0,0
ENSG00000276649,2,0,1,0
ENSG00000276650,0,0,0,0
ENSG00000276651,27,28,128,111
ENSG00000276653,0,0,0,0
ENSG00000276656,0,0,0,0
ENSG00000276662,0,0,0,0
ENSG00000276663,0,0,1,2
ENSG00000276664,0,0,0,0
ENSG00000276667,0,0,3,0
ENSG00000276668,0,0,0,0
ENSG00000276669,0,0,0,0
ENSG00000276670,0,0,0,0
ENSG00000276672,132,151,168,186
ENSG00000276673,0,0,0,0
ENSG00000276674,0,0,0,0
ENSG00000276675,0,0,0,0
ENSG00000276678,0,0,0,0
ENSG00000276680,0,0,0,0
ENSG00000276685,0,0,0,0
ENSG00000276687,0,0,0,0
ENSG00000276688,0,0,0,0
ENSG00000276689,0,0,0,0
ENSG00000276690,0,0,0,0
ENSG00000276691,0,0,0,0
ENSG00000276692,0,0,3,2
ENSG00000276693,0,0,0,0
ENSG00000276696,0,0,2,0
ENSG00000276698,8,7,11,14
ENSG00000276699,0,0,0,0
ENSG00000276702,5,0,1,0
ENSG00000276703,0,0,0,0
ENSG00000276704,6,16,12,20
ENSG00000276706,0,0,0,0
ENSG00000276707,0,0,0,0
ENSG00000276710,1,2,10,4
ENSG00000276712,0,0,0,0
ENSG00000276713,0,0,0,0
ENSG00000276715,0,0,0,0
ENSG00000276717,0,0,0,0
ENSG00000276718,33,21,29,42
ENSG00000276721,0,0,0,0
ENSG00000276722,0,0,0,0
ENSG00000276723,0,0,0,0
ENSG00000276724,0,0,0,0
ENSG00000276727,0,0,0,0
ENSG00000276728,182,120,337,280
ENSG00000276729,0,0,0,0
ENSG00000276730,0,0,0,0
ENSG00000276733,0,0,0,0
ENSG00000276735,0,0,0,0
ENSG00000276738,0,0,0,0
ENSG00000276740,0,0,0,0
ENSG00000276742,0,0,0,3
ENSG00000276744,71,57,157,123
ENSG00000276746,4,0,2,2
ENSG00000276747,7,0,7,13
ENSG00000276753,0,0,0,0
ENSG00000276754,0,0,0,0
ENSG00000276755,0,0,0,0
ENSG00000276756,0,0,0,0
ENSG00000276757,9,5,13,8
ENSG00000276758,0,0,0,0
ENSG00000276759,0,0,0,0
ENSG00000276763,0,0,0,0
ENSG00000276764,0,0,0,0
ENSG00000276765,0,0,0,0
ENSG00000276768,0,0,4,2
ENSG00000276769,0,0,0,0
ENSG00000276770,0,0,0,0
ENSG00000276771,0,0,0,0
ENSG00000276772,0,0,0,0
ENSG00000276775,0,0,0,0
ENSG00000276778,0,0,0,0
ENSG00000276782,0,0,0,0
ENSG00000276784,0,0,0,0
ENSG00000276786,0,0,0,0
ENSG00000276788,0,0,0,0
ENSG00000276789,0,0,0,0
ENSG00000276790,0,0,0,0
ENSG00000276791,539,459,1000,971
ENSG00000276795,0,0,0,0
ENSG00000276800,0,0,0,0
ENSG00000276805,49,63,88,105
ENSG00000276807,0,0,0,0
ENSG00000276809,43,71,48,81
ENSG00000276810,0,0,0,0
ENSG00000276814,25,41,72,102
ENSG00000276819,1,0,0,4
ENSG00000276822,0,0,0,0
ENSG00000276823,2,2,0,1
ENSG00000276824,0,0,0,0
ENSG00000276828,0,0,0,0
ENSG00000276829,0,0,0,0
ENSG00000276830,0,0,0,0
ENSG00000276831,26,21,113,42
ENSG00000276832,0,0,0,3
ENSG00000276835,0,0,0,0
ENSG00000276839,0,0,0,0
ENSG00000276840,26,0,27,7
ENSG00000276841,0,0,0,0
ENSG00000276842,0,0,0,0
ENSG00000276844,0,0,0,0
ENSG00000276845,0,0,0,0
ENSG00000276846,3,4,4,3
ENSG00000276850,0,0,0,0
ENSG00000276851,1,5,0,1
ENSG00000276853,138,222,211,167
ENSG00000276854,0,0,0,0
ENSG00000276855,5,2,5,7
ENSG00000276857,0,0,0,0
ENSG00000276859,0,0,0,0
ENSG00000276861,0,0,0,0
ENSG00000276863,0,0,0,0
ENSG00000276866,0,0,0,0
ENSG00000276867,205,238,258,188
ENSG00000276868,0,0,0,0
ENSG00000276869,0,0,0,0
ENSG00000276871,0,0,0,0
ENSG00000276873,0,0,0,0
ENSG00000276874,0,0,0,0
ENSG00000276878,0,0,0,0
ENSG00000276884,0,0,0,0
ENSG00000276888,0,0,0,0
ENSG00000276890,0,0,0,0
ENSG00000276891,0,0,0,0
ENSG00000276892,0,0,0,0
ENSG00000276894,0,0,0,0
ENSG00000276897,0,0,0,0
ENSG00000276898,0,0,0,0
ENSG00000276900,130,183,396,296
ENSG00000276902,0,0,0,0
ENSG00000276903,1604,1477,2323,1611
ENSG00000276904,0,0,0,0
ENSG00000276908,0,0,0,0
ENSG00000276915,0,0,0,0
ENSG00000276916,0,0,0,0
ENSG00000276917,0,0,0,0
ENSG00000276918,0,0,0,0
ENSG00000276919,0,0,0,0
ENSG00000276923,0,0,0,0
ENSG00000276925,0,0,0,0
ENSG00000276926,0,0,0,0
ENSG00000276928,0,0,0,0
ENSG00000276929,0,0,0,0
ENSG00000276931,43,37,34,53
ENSG00000276934,9,14,18,10
ENSG00000276940,0,0,0,0
ENSG00000276941,0,0,0,0
ENSG00000276945,0,9,2,10
ENSG00000276949,0,0,0,0
ENSG00000276950,0,0,0,0
ENSG00000276951,0,0,0,0
ENSG00000276952,10,1,6,5
ENSG00000276953,27,85,301,0
ENSG00000276955,0,0,0,0
ENSG00000276956,0,0,0,0
ENSG00000276957,1,6,9,8
ENSG00000276958,0,0,0,0
ENSG00000276960,0,0,0,0
ENSG00000276961,0,0,0,0
ENSG00000276963,0,0,0,0
ENSG00000276964,0,0,0,0
ENSG00000276965,0,0,0,0
ENSG00000276966,22889,27027,37360,28486
ENSG00000276968,10,21,0,2
ENSG00000276972,0,0,0,0
ENSG00000276975,3,1,2,12
ENSG00000276980,0,0,0,0
ENSG00000276984,0,0,0,0
ENSG00000276988,0,0,0,0
ENSG00000276991,0,0,0,0
ENSG00000276992,0,0,0,0
ENSG00000276993,0,0,0,0
ENSG00000276997,16,7,7,13
ENSG00000276998,0,0,0,0
ENSG00000277000,0,0,0,0
ENSG00000277001,0,0,0,0
ENSG00000277003,0,0,0,0
ENSG00000277004,0,0,0,0
ENSG00000277007,5,16,6,3
ENSG00000277008,0,0,0,0
ENSG00000277009,0,0,0,0
ENSG00000277010,0,0,0,0
ENSG00000277011,0,0,0,1
ENSG00000277013,0,0,1,0
ENSG00000277014,0,0,0,0
ENSG00000277017,0,0,0,0
ENSG00000277020,0,0,2,5
ENSG00000277022,2,2,0,0
ENSG00000277024,0,0,0,0
ENSG00000277027,0,0,0,0
ENSG00000277029,0,0,0,0
ENSG00000277030,0,0,0,0
ENSG00000277031,0,0,0,0
ENSG00000277034,0,0,0,0
ENSG00000277035,0,0,0,0
ENSG00000277039,3,0,4,0
ENSG00000277040,0,0,0,0
ENSG00000277041,0,0,0,0
ENSG00000277043,0,0,0,0
ENSG00000277047,0,0,0,0
ENSG00000277049,0,0,0,0
ENSG00000277050,0,0,0,0
ENSG00000277051,0,0,0,0
ENSG00000277052,0,0,0,0
ENSG00000277053,100,77,180,236
ENSG00000277056,0,0,0,0
ENSG00000277057,0,0,0,0
ENSG00000277058,0,0,0,0
ENSG00000277062,0,0,0,0
ENSG00000277063,0,0,0,0
ENSG00000277066,0,0,0,0
ENSG00000277067,0,0,1,0
ENSG00000277072,552,351,551,491
ENSG00000277073,0,0,0,0
ENSG00000277075,13394,9286,17956,10516
ENSG00000277077,0,0,0,0
ENSG00000277081,0,0,0,0
ENSG00000277083,0,1,0,0
ENSG00000277084,0,0,0,0
ENSG00000277087,0,0,0,2
ENSG00000277089,0,0,0,0
ENSG00000277095,0,0,0,0
ENSG00000277096,0,0,0,0
ENSG00000277099,0,0,0,0
ENSG00000277103,1,20,33,23
ENSG00000277108,0,0,0,0
ENSG00000277109,0,0,0,0
ENSG00000277112,0,0,2,0
ENSG00000277117,19,24,15,6
ENSG00000277118,0,0,0,0
ENSG00000277119,0,0,0,0
ENSG00000277120,0,0,0,0
ENSG00000277124,0,0,0,0
ENSG00000277125,0,0,0,0
ENSG00000277127,0,0,0,0
ENSG00000277128,0,0,0,0
ENSG00000277129,0,0,0,0
ENSG00000277130,56,113,73,56
ENSG00000277133,0,0,0,0
ENSG00000277135,0,0,0,0
ENSG00000277136,0,0,0,0
ENSG00000277138,0,0,0,0
ENSG00000277141,0,0,0,0
ENSG00000277142,0,1,1,1
ENSG00000277143,0,0,0,0
ENSG00000277144,0,0,1,0
ENSG00000277146,0,0,0,0
ENSG00000277147,1471,819,2334,1651
ENSG00000277149,321,364,646,528
ENSG00000277150,3,2,4,4
ENSG00000277151,27,86,73,85
ENSG00000277152,0,0,0,2
ENSG00000277156,0,3,6,2
ENSG00000277157,2504,2194,3173,2986
ENSG00000277159,2,3,18,15
ENSG00000277161,0,0,0,0
ENSG00000277162,0,0,0,0
ENSG00000277168,0,0,0,0
ENSG00000277170,0,0,0,0
ENSG00000277171,0,0,0,0
ENSG00000277172,0,0,0,0
ENSG00000277173,0,1,0,0
ENSG00000277174,0,0,0,0
ENSG00000277182,0,0,0,0
ENSG00000277184,0,0,0,0
ENSG00000277186,1,0,0,0
ENSG00000277188,0,0,4,0
ENSG00000277191,0,0,0,0
ENSG00000277194,0,0,0,0
ENSG00000277198,0,0,0,0
ENSG00000277199,0,0,0,0
ENSG00000277200,1,4,4,0
ENSG00000277202,0,0,0,0
ENSG00000277203,55,145,231,189
ENSG00000277206,0,0,0,0
ENSG00000277208,0,0,0,0
ENSG00000277209,0,0,0,0
ENSG00000277210,0,0,1,0
ENSG00000277211,0,0,0,0
ENSG00000277213,0,0,0,0
ENSG00000277214,2,0,3,0
ENSG00000277215,0,0,2,0
ENSG00000277217,0,0,0,0
ENSG00000277218,0,5,10,4
ENSG00000277223,0,0,0,0
ENSG00000277224,4075,3564,6840,4419
ENSG00000277227,0,0,0,0
ENSG00000277228,0,0,0,0
ENSG00000277229,0,0,0,0
ENSG00000277232,50,28,77,54
ENSG00000277233,0,0,3,3
ENSG00000277234,0,0,0,0
ENSG00000277235,0,2,0,1
ENSG00000277241,0,0,0,0
ENSG00000277243,0,0,0,0
ENSG00000277245,0,0,0,0
ENSG00000277246,2,7,1,7
ENSG00000277247,0,0,0,0
ENSG00000277248,0,0,0,0
ENSG00000277249,0,0,0,0
ENSG00000277250,0,0,2,5
ENSG00000277252,0,0,0,0
ENSG00000277253,0,0,0,0
ENSG00000277255,0,0,0,0
ENSG00000277258,0,0,0,0
ENSG00000277260,0,0,0,0
ENSG00000277264,0,0,0,0
ENSG00000277265,0,0,0,0
ENSG00000277268,0,0,0,0
ENSG00000277269,0,0,0,0
ENSG00000277270,0,0,0,0
ENSG00000277274,0,0,0,0
ENSG00000277277,0,0,0,0
ENSG00000277282,0,0,0,0
ENSG00000277283,172,232,357,341
ENSG00000277287,0,0,0,1
ENSG00000277288,0,0,0,0
ENSG00000277289,0,0,0,0
ENSG00000277290,0,0,0,0
ENSG00000277295,0,0,0,0
ENSG00000277297,0,3,1,2
ENSG00000277299,1,1,1,0
ENSG00000277301,80,69,225,227
ENSG00000277304,0,0,0,0
ENSG00000277306,0,0,0,0
ENSG00000277308,0,0,0,0
ENSG00000277310,0,6,1,6
ENSG00000277311,0,0,0,0
ENSG00000277313,0,0,0,0
ENSG00000277315,0,0,0,0
ENSG00000277319,0,0,0,0
ENSG00000277320,0,0,0,0
ENSG00000277322,0,0,0,0
ENSG00000277324,38,37,77,47
ENSG00000277327,0,0,0,0
ENSG00000277332,0,0,0,0
ENSG00000277340,0,0,0,0
ENSG00000277341,0,0,0,0
ENSG00000277342,6,9,23,10
ENSG00000277344,0,0,0,0
ENSG00000277349,0,0,0,0
ENSG00000277350,0,0,0,0
ENSG00000277351,0,0,0,0
ENSG00000277352,0,0,0,0
ENSG00000277357,0,0,0,0
ENSG00000277358,0,0,0,0
ENSG00000277363,0,0,0,0
ENSG00000277367,0,0,0,0
ENSG00000277368,9,20,34,25
ENSG00000277369,135,66,281,381
ENSG00000277370,0,0,0,0
ENSG00000277371,0,0,0,0
ENSG00000277373,0,0,0,0
ENSG00000277379,0,0,0,0
ENSG00000277382,0,0,0,0
ENSG00000277383,36,24,47,45
ENSG00000277385,0,0,0,0
ENSG00000277386,0,0,0,0
ENSG00000277387,0,0,0,0
ENSG00000277388,0,0,0,0
ENSG00000277391,0,0,0,0
ENSG00000277396,0,0,0,0
ENSG00000277397,0,0,0,0
ENSG00000277399,0,0,0,0
ENSG00000277402,0,0,0,0
ENSG00000277406,196,215,317,226
ENSG00000277408,0,0,0,0
ENSG00000277410,0,0,0,0
ENSG00000277411,0,0,0,0
ENSG00000277412,0,0,0,0
ENSG00000277413,0,5,0,0
ENSG00000277418,0,0,0,0
ENSG00000277422,0,0,0,0
ENSG00000277423,13,5,12,11
ENSG00000277425,5,3,5,2
ENSG00000277426,0,0,0,0
ENSG00000277435,0,0,0,0
ENSG00000277436,0,0,0,0
ENSG00000277437,0,0,0,0
ENSG00000277438,0,0,4,15
ENSG00000277440,0,0,0,0
ENSG00000277443,46,49,88,25
ENSG00000277444,0,0,0,0
ENSG00000277446,0,0,0,0
ENSG00000277447,1,4,4,5
ENSG00000277448,0,0,0,0
ENSG00000277449,60,31,73,52
ENSG00000277450,8,2,2,15
ENSG00000277452,50,47,88,63
ENSG00000277453,3,2,3,33
ENSG00000277455,0,0,0,0
ENSG00000277458,0,0,0,0
ENSG00000277459,0,0,0,0
ENSG00000277460,0,0,0,0
ENSG00000277462,38,56,82,65
ENSG00000277463,0,3,2,5
ENSG00000277464,0,0,0,0
ENSG00000277465,0,0,0,0
ENSG00000277466,0,0,0,0
ENSG00000277467,0,0,0,0
ENSG00000277468,0,0,0,0
ENSG00000277469,0,0,0,0
ENSG00000277473,0,0,0,0
ENSG00000277474,0,0,0,0
ENSG00000277476,433,382,540,700
ENSG00000277478,0,0,0,0
ENSG00000277479,0,0,0,0
ENSG00000277481,0,0,0,0
ENSG00000277482,0,0,0,0
ENSG00000277483,0,0,0,2
ENSG00000277486,0,0,0,0
ENSG00000277488,0,0,0,0
ENSG00000277490,0,0,0,0
ENSG00000277491,38,6,23,34
ENSG00000277492,0,0,0,0
ENSG00000277493,0,0,0,0
ENSG00000277494,0,0,0,0
ENSG00000277496,108,96,226,220
ENSG00000277498,0,4,0,0
ENSG00000277499,0,0,0,0
ENSG00000277500,0,0,0,0
ENSG00000277501,3,0,0,1
ENSG00000277502,0,0,0,0
ENSG00000277504,5,3,3,2
ENSG00000277505,0,0,0,0
ENSG00000277506,0,0,0,0
ENSG00000277508,0,0,0,0
ENSG00000277509,0,0,0,0
ENSG00000277510,0,0,0,0
ENSG00000277511,83,60,93,71
ENSG00000277512,0,0,0,0
ENSG00000277513,0,0,0,0
ENSG00000277514,0,0,0,0
ENSG00000277515,0,0,0,0
ENSG00000277516,0,0,0,0
ENSG00000277519,0,0,0,0
ENSG00000277521,0,0,0,0
ENSG00000277524,0,0,0,0
ENSG00000277526,0,0,0,0
ENSG00000277527,0,0,0,0
ENSG00000277529,0,0,0,0
ENSG00000277531,0,0,3,1
ENSG00000277532,0,0,0,0
ENSG00000277533,0,0,0,0
ENSG00000277534,31,28,50,41
ENSG00000277535,0,0,0,0
ENSG00000277541,0,0,0,0
ENSG00000277542,0,0,0,0
ENSG00000277543,0,0,0,0
ENSG00000277544,0,0,0,0
ENSG00000277545,0,0,1,0
ENSG00000277548,11,5,17,28
ENSG00000277549,0,0,0,0
ENSG00000277550,0,0,0,0
ENSG00000277553,0,0,0,0
ENSG00000277556,0,0,3,0
ENSG00000277558,1,4,11,25
ENSG00000277559,0,0,0,0
ENSG00000277561,0,0,1,2
ENSG00000277562,0,0,0,0
ENSG00000277563,0,0,0,0
ENSG00000277565,0,0,0,0
ENSG00000277566,8,1,5,7
ENSG00000277568,1,4,3,4
ENSG00000277569,0,0,0,0
ENSG00000277572,0,0,0,0
ENSG00000277575,0,0,0,0
ENSG00000277576,0,0,0,0
ENSG00000277577,0,0,0,0
ENSG00000277578,0,0,0,0
ENSG00000277579,0,0,0,0
ENSG00000277581,30,25,38,35
ENSG00000277582,0,0,0,0
ENSG00000277583,0,0,0,0
ENSG00000277586,269,1231,2176,390
ENSG00000277587,0,0,0,0
ENSG00000277588,0,0,0,0
ENSG00000277589,0,0,0,0
ENSG00000277590,1,0,0,1
ENSG00000277591,2,6,0,1
ENSG00000277592,0,0,0,0
ENSG00000277595,15,15,31,42
ENSG00000277597,0,0,0,0
ENSG00000277598,0,0,0,0
ENSG00000277599,0,0,0,0
ENSG00000277602,1,0,11,4
ENSG00000277604,0,0,0,0
ENSG00000277605,0,0,0,0
ENSG00000277608,0,0,0,0
ENSG00000277610,76,64,296,228
ENSG00000277611,0,0,0,0
ENSG00000277613,0,0,0,0
ENSG00000277617,0,0,0,0
ENSG00000277618,0,0,0,0
ENSG00000277619,0,0,0,0
ENSG00000277621,0,0,0,0
ENSG00000277624,0,0,0,0
ENSG00000277628,0,0,0,0
ENSG00000277631,0,0,0,0
ENSG00000277632,0,0,0,0
ENSG00000277634,0,0,0,0
ENSG00000277635,0,0,0,0
ENSG00000277636,0,0,0,0
ENSG00000277637,0,0,0,0
ENSG00000277639,0,2,0,0
ENSG00000277640,0,0,0,0
ENSG00000277646,0,0,0,0
ENSG00000277647,0,0,0,0
ENSG00000277651,7,2,1,0
ENSG00000277653,0,0,0,0
ENSG00000277654,305,342,497,364
ENSG00000277655,0,0,0,10
ENSG00000277661,0,0,0,0
ENSG00000277662,12,15,28,5
ENSG00000277668,0,0,0,0
ENSG00000277669,0,1,0,0
ENSG00000277670,0,0,0,0
ENSG00000277671,0,0,0,0
ENSG00000277672,0,0,0,0
ENSG00000277673,0,0,0,0
ENSG00000277675,0,0,0,0
ENSG00000277677,0,0,0,0
ENSG00000277678,0,0,0,0
ENSG00000277681,0,0,0,0
ENSG00000277684,0,0,1,3
ENSG00000277687,106,139,128,80
ENSG00000277688,0,0,0,0
ENSG00000277689,0,0,0,0
ENSG00000277690,0,1,0,0
ENSG00000277692,0,0,2,3
ENSG00000277693,0,0,0,0
ENSG00000277694,0,0,0,0
ENSG00000277695,0,0,0,0
ENSG00000277697,0,0,0,0
ENSG00000277698,0,0,0,0
ENSG00000277701,17,20,11,11
ENSG00000277702,0,0,0,0
ENSG00000277704,0,0,0,0
ENSG00000277705,0,0,0,0
ENSG00000277708,0,0,0,0
ENSG00000277710,0,0,0,0
ENSG00000277711,0,0,0,0
ENSG00000277713,0,0,0,0
ENSG00000277715,7,19,46,60
ENSG00000277717,0,0,0,0
ENSG00000277718,0,0,0,0
ENSG00000277720,5,0,0,0
ENSG00000277721,0,0,0,0
ENSG00000277723,0,0,0,0
ENSG00000277726,4,1,6,10
ENSG00000277728,2,1,12,4
ENSG00000277732,0,0,0,0
ENSG00000277734,8450,10408,15493,14173
ENSG00000277737,0,0,0,0
ENSG00000277738,0,0,4,0
ENSG00000277739,0,0,0,0
ENSG00000277740,0,0,0,0
ENSG00000277741,0,0,2,1
ENSG00000277743,0,0,0,0
ENSG00000277744,5,6,3,1
ENSG00000277745,0,0,0,0
ENSG00000277746,0,0,0,0
ENSG00000277747,0,0,0,0
ENSG00000277748,0,0,0,0
ENSG00000277749,0,0,0,0
ENSG00000277752,0,0,0,0
ENSG00000277754,0,0,0,0
ENSG00000277755,0,0,2,3
ENSG00000277757,0,0,0,0
ENSG00000277758,0,0,0,0
ENSG00000277759,0,0,0,0
ENSG00000277762,0,0,0,0
ENSG00000277763,4,5,13,17
ENSG00000277764,0,0,0,0
ENSG00000277766,0,0,0,0
ENSG00000277767,8,60,54,54
ENSG00000277769,0,0,0,0
ENSG00000277770,0,0,0,0
ENSG00000277771,0,0,0,0
ENSG00000277774,0,0,0,0
ENSG00000277775,1345,786,1135,912
ENSG00000277777,0,0,0,0
ENSG00000277778,0,0,10,2
ENSG00000277782,34,42,87,88
ENSG00000277784,0,0,0,0
ENSG00000277785,0,0,0,0
ENSG00000277790,0,0,0,0
ENSG00000277791,0,2,1,0
ENSG00000277794,0,0,0,0
ENSG00000277795,0,0,0,0
ENSG00000277797,0,0,0,0
ENSG00000277801,0,0,0,0
ENSG00000277803,0,0,0,0
ENSG00000277806,0,0,0,5
ENSG00000277809,0,0,0,0
ENSG00000277817,0,0,0,0
ENSG00000277818,0,0,0,0
ENSG00000277825,0,0,1,0
ENSG00000277826,0,0,0,0
ENSG00000277828,0,0,0,0
ENSG00000277829,0,0,0,0
ENSG00000277830,0,0,0,0
ENSG00000277831,0,0,0,0
ENSG00000277837,0,0,0,0
ENSG00000277840,2,11,7,15
ENSG00000277841,0,0,0,0
ENSG00000277842,0,0,0,0
ENSG00000277846,0,0,0,0
ENSG00000277851,24,31,39,37
ENSG00000277852,0,0,0,0
ENSG00000277855,0,0,2,0
ENSG00000277858,0,0,0,0
ENSG00000277859,0,0,0,0
