Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000163995.23,Module 1,ENSG00000163995,ABLIM2,protein_coding
ENSG00000100490.12,Module 5,ENSG00000100490,CDKL1,protein_coding
ENSG00000230615.9,Module 1,ENSG00000230615,ENSG00000230615,lncRNA
ENSG00000204711.11,Module 2,ENSG00000204711,CFAP95,protein_coding
ENSG00000051128.21,Module 1,ENSG00000051128,HOMER3,protein_coding
ENSG00000235859.5,Module 4,ENSG00000235859,ENSG00000235859,processed_pseudogene
ENSG00000169994.22,Module 4,ENSG00000169994,MYO7B,protein_coding
ENSG00000229672.4,Module 1,ENSG00000229672,ENSG00000229672,lncRNA
ENSG00000178695.6,Module 4,ENSG00000178695,KCTD12,protein_coding
ENSG00000146350.16,Module 3,ENSG00000146350,TBC1D32,protein_coding
ENSG00000139318.10,Module 5,ENSG00000139318,DUSP6,protein_coding
ENSG00000155970.15,Module 3,ENSG00000155970,MICU3,protein_coding
ENSG00000183779.8,Module 2,ENSG00000183779,ZNF703,protein_coding
ENSG00000296822.1,Module 1,ENSG00000296822,ENSG00000296822,lncRNA
ENSG00000165996.16,Module 1,ENSG00000165996,HACD1,protein_coding
ENSG00000171509.18,Module 2,ENSG00000171509,RXFP1,protein_coding
ENSG00000174469.23,Module 2,ENSG00000174469,CNTNAP2,protein_coding
ENSG00000258733.8,Module 2,ENSG00000258733,LINC02328,lncRNA
ENSG00000178026.15,Module 1,ENSG00000178026,LRRC75B,protein_coding
ENSG00000167208.18,Module 5,ENSG00000167208,SNX20,protein_coding
ENSG00000257556.5,Module 2,ENSG00000257556,LINC02298,lncRNA
ENSG00000072422.19,Module 4,ENSG00000072422,RHOBTB1,protein_coding
ENSG00000309009.1,Module 2,ENSG00000309009,ENSG00000309009,lncRNA
ENSG00000235100.7,Module 1,ENSG00000235100,ENSG00000235100,lncRNA
ENSG00000298320.1,Module 1,ENSG00000298320,ENSG00000298320,lncRNA
ENSG00000119699.10,Module 3,ENSG00000119699,TGFB3,protein_coding
ENSG00000163093.14,Module 2,ENSG00000163093,BBS5,protein_coding
ENSG00000302727.1,Module 2,ENSG00000302727,ENSG00000302727,lncRNA
ENSG00000102057.13,Module 2,ENSG00000102057,KCND1,protein_coding
ENSG00000283554.2,Module 2,ENSG00000283554,LINC02341,lncRNA
ENSG00000293855.1,Module 2,ENSG00000293855,ENSG00000293855,lncRNA
ENSG00000135472.11,Module 2,ENSG00000135472,FAIM2,protein_coding
ENSG00000167964.15,Module 2,ENSG00000167964,RAB26,protein_coding
ENSG00000174292.14,Module 2,ENSG00000174292,TNK1,protein_coding
ENSG00000197888.5,Module 4,ENSG00000197888,UGT2B17,protein_coding
ENSG00000166199.15,Module 5,ENSG00000166199,ALKBH3,protein_coding
ENSG00000088305.21,Module 5,ENSG00000088305,DNMT3B,protein_coding
ENSG00000302492.1,Module 2,ENSG00000302492,ENSG00000302492,lncRNA
ENSG00000133321.14,Module 2,ENSG00000133321,PLAAT4,protein_coding
ENSG00000184451.5,Module 2,ENSG00000184451,CCR10,protein_coding
ENSG00000257545.6,Module 2,ENSG00000257545,ENSG00000257545,lncRNA
ENSG00000262877.6,Module 1,ENSG00000262877,ENSG00000262877,lncRNA
ENSG00000249116.3,Module 2,ENSG00000249116,IRX4-AS1,lncRNA
ENSG00000161180.12,Module 2,ENSG00000161180,CCDC116,protein_coding
ENSG00000166016.8,Module 5,ENSG00000166016,ABTB2,protein_coding
ENSG00000134323.15,Module 4,ENSG00000134323,MYCN,protein_coding
ENSG00000165091.18,Module 2,ENSG00000165091,TMC1,protein_coding
ENSG00000211597.2,Module 3,ENSG00000211597,IGKJ1,IG_J_gene
ENSG00000171295.14,Module 6,ENSG00000171295,ZNF440,protein_coding
ENSG00000290931.2,Module 1,ENSG00000290931,ENSG00000290931,lncRNA
ENSG00000250514.2,Module 2,ENSG00000250514,LINC02125,lncRNA
ENSG00000143554.16,Module 1,ENSG00000143554,SLC27A3,protein_coding
ENSG00000127863.18,Module 6,ENSG00000127863,TNFRSF19,protein_coding
ENSG00000259033.3,Module 4,ENSG00000259033,ENSG00000259033,lncRNA
ENSG00000205913.8,Module 2,ENSG00000205913,SRRM2-AS1,lncRNA
ENSG00000255980.4,Module 2,ENSG00000255980,LINC02953,lncRNA
ENSG00000146192.18,Module 2,ENSG00000146192,FGD2,protein_coding
ENSG00000290803.2,Module 6,ENSG00000290803,ENSG00000290803,lncRNA
ENSG00000197934.9,Module 2,ENSG00000197934,CYYR1-AS1,lncRNA
ENSG00000228566.3,Module 2,ENSG00000228566,ENSG00000228566,lncRNA
ENSG00000272870.5,Module 4,ENSG00000272870,SAP30-DT,lncRNA
ENSG00000138101.22,Module 1,ENSG00000138101,DTNB,protein_coding
ENSG00000119139.23,Module 6,ENSG00000119139,TJP2,protein_coding
ENSG00000141391.15,Module 4,ENSG00000141391,PRELID3A,protein_coding
ENSG00000170161.8,Module 2,ENSG00000170161,FAM88B,lncRNA
ENSG00000260641.3,Module 4,ENSG00000260641,TSPAN5-DT,lncRNA
ENSG00000141449.18,Module 2,ENSG00000141449,GREB1L,protein_coding
ENSG00000163624.8,Module 6,ENSG00000163624,CDS1,protein_coding
ENSG00000163435.17,Module 2,ENSG00000163435,ELF3,protein_coding
ENSG00000175305.20,Module 3,ENSG00000175305,CCNE2,protein_coding
ENSG00000173320.14,Module 4,ENSG00000173320,STOX2,protein_coding
ENSG00000163638.14,Module 2,ENSG00000163638,ADAMTS9,protein_coding
ENSG00000236481.3,Module 5,ENSG00000236481,LINC02195,lncRNA
ENSG00000138623.11,Module 5,ENSG00000138623,SEMA7A,protein_coding
ENSG00000268516.5,Module 3,ENSG00000268516,ZNF8-DT,lncRNA
ENSG00000104818.15,Module 2,ENSG00000104818,CGB2,protein_coding
ENSG00000307388.1,Module 2,ENSG00000307388,ENSG00000307388,lncRNA
ENSG00000158748.5,Module 4,ENSG00000158748,HTR6,protein_coding
ENSG00000298833.1,Module 4,ENSG00000298833,ENSG00000298833,lncRNA
ENSG00000293664.1,Module 1,ENSG00000293664,ENSG00000293664,lncRNA
ENSG00000204455.7,Module 2,ENSG00000204455,TRIM51BP,transcribed_unprocessed_pseudogene
ENSG00000104967.9,Module 1,ENSG00000104967,NOVA2,protein_coding
ENSG00000247121.9,Module 2,ENSG00000247121,ENSG00000247121,lncRNA
ENSG00000182674.7,Module 6,ENSG00000182674,KCNB2,protein_coding
ENSG00000165548.13,Module 2,ENSG00000165548,TMEM63C,protein_coding
ENSG00000225022.1,Module 4,ENSG00000225022,UBE2D3P1,processed_pseudogene
ENSG00000158373.11,Module 4,ENSG00000158373,H2BC5,protein_coding
ENSG00000174939.13,Module 2,ENSG00000174939,ASPHD1,protein_coding
ENSG00000225764.4,Module 2,ENSG00000225764,P3H2-AS1,lncRNA
ENSG00000134070.7,Module 2,ENSG00000134070,IRAK2,protein_coding
ENSG00000253377.3,Module 4,ENSG00000253377,ENSG00000253377,lncRNA
ENSG00000133019.14,Module 3,ENSG00000133019,CHRM3,protein_coding
ENSG00000163132.8,Module 3,ENSG00000163132,MSX1,protein_coding
ENSG00000253593.3,Module 4,ENSG00000253593,ENSG00000253593,lncRNA
ENSG00000137648.22,Module 2,ENSG00000137648,TMPRSS4,protein_coding
ENSG00000076864.23,Module 5,ENSG00000076864,RAP1GAP,protein_coding
ENSG00000267109.1,Module 2,ENSG00000267109,ENSG00000267109,lncRNA
ENSG00000224376.4,Module 2,ENSG00000224376,ENSG00000224376,lncRNA
ENSG00000249621.2,Module 4,ENSG00000249621,SNCAIP-AS2,lncRNA
ENSG00000137834.17,Module 1,ENSG00000137834,SMAD6,protein_coding
ENSG00000025039.17,Module 1,ENSG00000025039,RRAGD,protein_coding
ENSG00000108018.18,Module 5,ENSG00000108018,SORCS1,protein_coding
ENSG00000165512.7,Module 5,ENSG00000165512,ZNF22,protein_coding
ENSG00000291003.2,Module 1,ENSG00000291003,ENSG00000291003,lncRNA
ENSG00000275395.8,Module 5,ENSG00000275395,FCGBP,protein_coding
ENSG00000204186.13,Module 6,ENSG00000204186,ZDBF2,protein_coding
ENSG00000237626.3,Module 2,ENSG00000237626,ENSG00000237626,lncRNA
ENSG00000271133.8,Module 3,ENSG00000271133,ITGB8-AS1,lncRNA
ENSG00000054598.9,Module 3,ENSG00000054598,FOXC1,protein_coding
ENSG00000291066.2,Module 2,ENSG00000291066,ENSG00000291066,lncRNA
ENSG00000241106.10,Module 2,ENSG00000241106,HLA-DOB,protein_coding
ENSG00000116014.12,Module 6,ENSG00000116014,KISS1R,protein_coding
ENSG00000233539.5,Module 1,ENSG00000233539,ENSG00000233539,lncRNA
ENSG00000105642.18,Module 3,ENSG00000105642,KCNN1,protein_coding
ENSG00000171617.18,Module 1,ENSG00000171617,ENC1,protein_coding
ENSG00000143995.22,Module 6,ENSG00000143995,MEIS1,protein_coding
ENSG00000247774.10,Module 2,ENSG00000247774,PCED1B-AS1,lncRNA
ENSG00000187554.17,Module 1,ENSG00000187554,TLR5,protein_coding
ENSG00000286364.1,Module 4,ENSG00000286364,ENSG00000286364,lncRNA
ENSG00000153563.18,Module 2,ENSG00000153563,CD8A,protein_coding
ENSG00000253200.1,Module 4,ENSG00000253200,ENSG00000253200,lncRNA
ENSG00000289513.3,Module 2,ENSG00000289513,ENSG00000289513,lncRNA
ENSG00000155265.14,Module 2,ENSG00000155265,GOLGA7B,protein_coding
ENSG00000260231.3,Module 1,ENSG00000260231,KDM7A-DT,lncRNA
ENSG00000088881.23,Module 1,ENSG00000088881,EBF4,protein_coding
ENSG00000286285.2,Module 6,ENSG00000286285,ENSG00000286285,lncRNA
ENSG00000048462.12,Module 4,ENSG00000048462,TNFRSF17,protein_coding
ENSG00000273018.8,Module 5,ENSG00000273018,FAM106A,lncRNA
ENSG00000300940.1,Module 2,ENSG00000300940,ENSG00000300940,lncRNA
ENSG00000175879.10,Module 2,ENSG00000175879,HOXD8,protein_coding
ENSG00000276570.1,Module 5,ENSG00000276570,ENSG00000276570,lncRNA
ENSG00000183837.11,Module 1,ENSG00000183837,PNMA3,protein_coding
ENSG00000188368.13,Module 1,ENSG00000188368,PRR19,protein_coding
ENSG00000211899.10,Module 6,ENSG00000211899,IGHM,IG_C_gene
ENSG00000172752.16,Module 2,ENSG00000172752,COL6A5,protein_coding
ENSG00000111961.21,Module 1,ENSG00000111961,SASH1,protein_coding
ENSG00000305302.1,Module 2,ENSG00000305302,ENSG00000305302,lncRNA
ENSG00000149305.8,Module 2,ENSG00000149305,HTR3B,protein_coding
ENSG00000257702.6,Module 2,ENSG00000257702,LBX2-AS1,lncRNA
ENSG00000166105.18,Module 3,ENSG00000166105,GLB1L3,protein_coding
ENSG00000234899.12,Module 6,ENSG00000234899,SOX9-AS1,lncRNA
ENSG00000205795.6,Module 2,ENSG00000205795,CYS1,protein_coding
ENSG00000087076.11,Module 2,ENSG00000087076,HSD17B14,protein_coding
ENSG00000304612.1,Module 4,ENSG00000304612,ENSG00000304612,lncRNA
ENSG00000178462.13,Module 2,ENSG00000178462,TUBAL3,protein_coding
ENSG00000280287.1,Module 4,ENSG00000280287,ENSG00000280287,TEC
ENSG00000067606.19,Module 5,ENSG00000067606,PRKCZ,protein_coding
ENSG00000203706.10,Module 4,ENSG00000203706,SERTAD4-AS1,lncRNA
ENSG00000011638.13,Module 2,ENSG00000011638,LDAF1,protein_coding
ENSG00000290952.2,Module 2,ENSG00000290952,ENSG00000290952,lncRNA
ENSG00000303324.1,Module 2,ENSG00000303324,ENSG00000303324,lncRNA
ENSG00000110944.10,Module 5,ENSG00000110944,IL23A,protein_coding
ENSG00000261329.8,Module 4,ENSG00000261329,ENSG00000261329,lncRNA
ENSG00000197696.11,Module 5,ENSG00000197696,NMB,protein_coding
ENSG00000010361.16,Module 5,ENSG00000010361,FUZ,protein_coding
ENSG00000214212.11,Module 2,ENSG00000214212,C19orf38,protein_coding
ENSG00000254401.2,Module 2,ENSG00000254401,LINC02752,lncRNA
ENSG00000184916.11,Module 2,ENSG00000184916,JAG2,protein_coding
ENSG00000248307.7,Module 2,ENSG00000248307,LINC00616,lncRNA
ENSG00000122145.17,Module 4,ENSG00000122145,TBX22,protein_coding
ENSG00000122194.22,Module 4,ENSG00000122194,PLG,protein_coding
ENSG00000139144.13,Module 2,ENSG00000139144,PIK3C2G,protein_coding
ENSG00000122367.23,Module 2,ENSG00000122367,LDB3,protein_coding
ENSG00000251230.8,Module 1,ENSG00000251230,MIR3945HG,lncRNA
ENSG00000238062.7,Module 2,ENSG00000238062,SPATA3-AS1,lncRNA
ENSG00000083844.12,Module 3,ENSG00000083844,ZNF264,protein_coding
ENSG00000229201.2,Module 4,ENSG00000229201,LINC02787,lncRNA
ENSG00000263179.1,Module 2,ENSG00000263179,HNRNPCP4,processed_pseudogene
ENSG00000077585.16,Module 1,ENSG00000077585,GPR137B,protein_coding
ENSG00000234647.3,Module 2,ENSG00000234647,ENSG00000234647,lncRNA
ENSG00000289995.2,Module 2,ENSG00000289995,ENSG00000289995,lncRNA
ENSG00000178301.6,Module 4,ENSG00000178301,AQP11,protein_coding
ENSG00000102595.24,Module 4,ENSG00000102595,UGGT2,protein_coding
ENSG00000160325.17,Module 3,ENSG00000160325,CACFD1,protein_coding
ENSG00000105699.19,Module 2,ENSG00000105699,LSR,protein_coding
ENSG00000181826.12,Module 1,ENSG00000181826,RELL1,protein_coding
ENSG00000198440.11,Module 3,ENSG00000198440,ZNF583,protein_coding
ENSG00000156475.21,Module 1,ENSG00000156475,PPP2R2B,protein_coding
ENSG00000114757.20,Module 2,ENSG00000114757,PEX5L,protein_coding
ENSG00000171956.8,Module 6,ENSG00000171956,FOXB1,protein_coding
ENSG00000171462.17,Module 4,ENSG00000171462,DLK2,protein_coding
ENSG00000057019.18,Module 3,ENSG00000057019,DCBLD2,protein_coding
ENSG00000241860.8,Module 4,ENSG00000241860,ENSG00000241860,lncRNA
ENSG00000271716.1,Module 4,ENSG00000271716,ENSG00000271716,lncRNA
ENSG00000249631.8,Module 2,ENSG00000249631,ENSG00000249631,lncRNA
ENSG00000106025.11,Module 4,ENSG00000106025,TSPAN12,protein_coding
ENSG00000211778.2,Module 2,ENSG00000211778,TRAV4,TR_V_gene
ENSG00000132470.16,Module 3,ENSG00000132470,ITGB4,protein_coding
ENSG00000293699.3,Module 4,ENSG00000293699,ANKRD26P3,lncRNA
ENSG00000102524.13,Module 4,ENSG00000102524,TNFSF13B,protein_coding
ENSG00000203805.12,Module 2,ENSG00000203805,PLPP4,protein_coding
ENSG00000039600.13,Module 2,ENSG00000039600,SOX30,protein_coding
ENSG00000150636.19,Module 3,ENSG00000150636,CCDC102B,protein_coding
ENSG00000296511.1,Module 2,ENSG00000296511,ENSG00000296511,lncRNA
ENSG00000114948.15,Module 6,ENSG00000114948,ADAM23,protein_coding
ENSG00000287051.1,Module 4,ENSG00000287051,KRT86-AS1,lncRNA
ENSG00000213020.12,Module 5,ENSG00000213020,ZNF611,protein_coding
ENSG00000171714.15,Module 4,ENSG00000171714,ANO5,protein_coding
ENSG00000272483.1,Module 4,ENSG00000272483,ENSG00000272483,lncRNA
ENSG00000286791.2,Module 2,ENSG00000286791,ENSG00000286791,lncRNA
ENSG00000109787.15,Module 3,ENSG00000109787,KLF3,protein_coding
ENSG00000099840.15,Module 2,ENSG00000099840,IZUMO4,protein_coding
ENSG00000196668.5,Module 3,ENSG00000196668,LINC00173,lncRNA
ENSG00000083817.11,Module 3,ENSG00000083817,ZNF416,protein_coding
ENSG00000175065.13,Module 1,ENSG00000175065,DSG4,protein_coding
ENSG00000198929.15,Module 4,ENSG00000198929,NOS1AP,protein_coding
ENSG00000183395.5,Module 2,ENSG00000183395,PMCH,protein_coding
ENSG00000245213.8,Module 3,ENSG00000245213,GALNT7-DT,lncRNA
ENSG00000151062.15,Module 1,ENSG00000151062,CACNA2D4,protein_coding
ENSG00000309328.1,Module 2,ENSG00000309328,ENSG00000309328,lncRNA
ENSG00000112246.12,Module 2,ENSG00000112246,SIM1,protein_coding
ENSG00000108684.15,Module 4,ENSG00000108684,ASIC2,protein_coding
ENSG00000153822.17,Module 2,ENSG00000153822,KCNJ16,protein_coding
ENSG00000049192.16,Module 3,ENSG00000049192,ADAMTS6,protein_coding
ENSG00000092345.15,Module 2,ENSG00000092345,DAZL,protein_coding
ENSG00000106069.28,Module 1,ENSG00000106069,CHN2,protein_coding
ENSG00000163697.20,Module 2,ENSG00000163697,APBB2,protein_coding
ENSG00000105928.18,Module 6,ENSG00000105928,GSDME,protein_coding
ENSG00000162654.11,Module 5,ENSG00000162654,GBP4,protein_coding
ENSG00000279275.1,Module 4,ENSG00000279275,ENSG00000279275,TEC
ENSG00000260852.2,Module 2,ENSG00000260852,FBXL19-AS1,lncRNA
ENSG00000188385.14,Module 2,ENSG00000188385,JAKMIP3,protein_coding
ENSG00000228436.5,Module 2,ENSG00000228436,RRAGC-DT,lncRNA
ENSG00000106560.12,Module 3,ENSG00000106560,GIMAP2,protein_coding
ENSG00000272168.11,Module 3,ENSG00000272168,CASC15,lncRNA
ENSG00000172789.5,Module 2,ENSG00000172789,HOXC5,protein_coding
ENSG00000103723.18,Module 2,ENSG00000103723,AP3B2,protein_coding
ENSG00000123570.6,Module 3,ENSG00000123570,RAB9B,protein_coding
ENSG00000196951.14,Module 3,ENSG00000196951,SCOC-AS1,lncRNA
ENSG00000164692.21,Module 2,ENSG00000164692,COL1A2,protein_coding
ENSG00000290897.2,Module 2,ENSG00000290897,ENSG00000290897,lncRNA
ENSG00000224577.5,Module 3,ENSG00000224577,LINC01117,lncRNA
ENSG00000287372.2,Module 4,ENSG00000287372,ENSG00000287372,lncRNA
ENSG00000154864.15,Module 2,ENSG00000154864,PIEZO2,protein_coding
ENSG00000103485.21,Module 5,ENSG00000103485,QPRT,protein_coding
ENSG00000174130.14,Module 1,ENSG00000174130,TLR6,protein_coding
ENSG00000264575.2,Module 3,ENSG00000264575,LINC00526,lncRNA
ENSG00000084764.14,Module 1,ENSG00000084764,MAPRE3,protein_coding
ENSG00000079257.9,Module 5,ENSG00000079257,LXN,protein_coding
ENSG00000042980.16,Module 4,ENSG00000042980,ADAM28,protein_coding
ENSG00000249173.9,Module 2,ENSG00000249173,LINC01093,lncRNA
ENSG00000100003.18,Module 2,ENSG00000100003,SEC14L2,protein_coding
ENSG00000237949.4,Module 2,ENSG00000237949,LINC00844,lncRNA
ENSG00000302597.1,Module 2,ENSG00000302597,ENSG00000302597,lncRNA
ENSG00000133106.17,Module 3,ENSG00000133106,EPSTI1,protein_coding
ENSG00000186300.14,Module 4,ENSG00000186300,ZNF555,protein_coding
ENSG00000131435.15,Module 2,ENSG00000131435,PDLIM4,protein_coding
ENSG00000136943.14,Module 6,ENSG00000136943,CTSV,protein_coding
ENSG00000295196.1,Module 2,ENSG00000295196,ENSG00000295196,lncRNA
ENSG00000286592.3,Module 2,ENSG00000286592,LINC02885,lncRNA
ENSG00000237248.7,Module 6,ENSG00000237248,LINC00987,lncRNA
ENSG00000163513.22,Module 2,ENSG00000163513,TGFBR2,protein_coding
ENSG00000286610.2,Module 1,ENSG00000286610,ENSG00000286610,lncRNA
ENSG00000300710.1,Module 2,ENSG00000300710,ENSG00000300710,lncRNA
ENSG00000243008.4,Module 2,ENSG00000243008,ENSG00000243008,lncRNA
ENSG00000134508.15,Module 5,ENSG00000134508,CABLES1,protein_coding
ENSG00000304667.1,Module 4,ENSG00000304667,ENSG00000304667,lncRNA
ENSG00000139269.5,Module 2,ENSG00000139269,INHBE,protein_coding
ENSG00000083828.17,Module 3,ENSG00000083828,ZNF586,protein_coding
ENSG00000107679.17,Module 1,ENSG00000107679,PLEKHA1,protein_coding
ENSG00000226200.8,Module 4,ENSG00000226200,SGMS1-AS1,lncRNA
ENSG00000179528.17,Module 2,ENSG00000179528,LBX2,protein_coding
ENSG00000235890.3,Module 1,ENSG00000235890,TSPEAR-AS1,lncRNA
ENSG00000185101.15,Module 2,ENSG00000185101,ANO9,protein_coding
ENSG00000183072.11,Module 5,ENSG00000183072,NKX2-5,protein_coding
ENSG00000165138.20,Module 3,ENSG00000165138,ANKS6,protein_coding
ENSG00000090539.18,Module 4,ENSG00000090539,CHRD,protein_coding
ENSG00000167371.23,Module 4,ENSG00000167371,PRRT2,protein_coding
ENSG00000236404.13,Module 4,ENSG00000236404,VLDLR-AS1,lncRNA
ENSG00000181381.17,Module 3,ENSG00000181381,DDX60L,protein_coding
ENSG00000165591.9,Module 4,ENSG00000165591,FAAH2,protein_coding
ENSG00000233098.11,Module 2,ENSG00000233098,CCDC144NL-AS1,lncRNA
ENSG00000167100.17,Module 1,ENSG00000167100,SAMD14,protein_coding
ENSG00000181894.17,Module 3,ENSG00000181894,ZNF329,protein_coding
ENSG00000198692.12,Module 2,ENSG00000198692,EIF1AY,protein_coding
ENSG00000100336.19,Module 5,ENSG00000100336,APOL4,protein_coding
ENSG00000180818.6,Module 1,ENSG00000180818,HOXC10,protein_coding
ENSG00000166707.14,Module 4,ENSG00000166707,ZCCHC18,protein_coding
ENSG00000158406.6,Module 4,ENSG00000158406,H4C8,protein_coding
ENSG00000293697.2,Module 2,ENSG00000293697,ANKRD20A5P,lncRNA
ENSG00000231312.9,Module 2,ENSG00000231312,MAP4K3-DT,lncRNA
ENSG00000126603.11,Module 6,ENSG00000126603,GLIS2,protein_coding
ENSG00000234678.3,Module 2,ENSG00000234678,ELF3-AS1,lncRNA
ENSG00000197857.18,Module 3,ENSG00000197857,ZNF44,protein_coding
ENSG00000275342.8,Module 1,ENSG00000275342,PRAG1,protein_coding
ENSG00000109944.13,Module 1,ENSG00000109944,JHY,protein_coding
ENSG00000091129.24,Module 2,ENSG00000091129,NRCAM,protein_coding
ENSG00000177173.5,Module 4,ENSG00000177173,NAP1L4P1,processed_pseudogene
ENSG00000162337.14,Module 3,ENSG00000162337,LRP5,protein_coding
ENSG00000183166.13,Module 6,ENSG00000183166,CALN1,protein_coding
ENSG00000213742.9,Module 4,ENSG00000213742,ZNF337-AS1,lncRNA
ENSG00000115896.18,Module 4,ENSG00000115896,PLCL1,protein_coding
ENSG00000286780.1,Module 2,ENSG00000286780,ENSG00000286780,lncRNA
ENSG00000253549.7,Module 4,ENSG00000253549,CA3-AS1,lncRNA
ENSG00000295618.1,Module 2,ENSG00000295618,ENSG00000295618,lncRNA
ENSG00000137693.16,Module 2,ENSG00000137693,YAP1,protein_coding
ENSG00000305748.1,Module 2,ENSG00000305748,ENSG00000305748,lncRNA
ENSG00000197013.13,Module 3,ENSG00000197013,ZNF429,protein_coding
ENSG00000279041.1,Module 2,ENSG00000279041,ENSG00000279041,TEC
ENSG00000272767.2,Module 6,ENSG00000272767,JMJD1C-AS1,lncRNA
ENSG00000246695.10,Module 6,ENSG00000246695,RASSF8-AS1,lncRNA
ENSG00000196586.19,Module 6,ENSG00000196586,MYO6,protein_coding
ENSG00000294216.1,Module 2,ENSG00000294216,ENSG00000294216,lncRNA
ENSG00000196466.11,Module 3,ENSG00000196466,ZNF799,protein_coding
ENSG00000108405.6,Module 2,ENSG00000108405,P2RX1,protein_coding
ENSG00000124479.13,Module 4,ENSG00000124479,NDP,protein_coding
ENSG00000138835.25,Module 5,ENSG00000138835,RGS3,protein_coding
ENSG00000273824.1,Module 4,ENSG00000273824,ENSG00000273824,lncRNA
ENSG00000064763.14,Module 1,ENSG00000064763,FAR2,protein_coding
ENSG00000280208.1,Module 2,ENSG00000280208,GGT4P,transcribed_unprocessed_pseudogene
ENSG00000169302.17,Module 2,ENSG00000169302,STK32A,protein_coding
ENSG00000249948.7,Module 4,ENSG00000249948,GBA3,protein_coding
ENSG00000177721.5,Module 6,ENSG00000177721,ANXA2R,protein_coding
ENSG00000307620.1,Module 2,ENSG00000307620,ENSG00000307620,lncRNA
ENSG00000126266.5,Module 2,ENSG00000126266,FFAR1,protein_coding
ENSG00000230623.9,Module 4,ENSG00000230623,ENSG00000230623,lncRNA
ENSG00000298959.1,Module 2,ENSG00000298959,ENSG00000298959,lncRNA
ENSG00000267506.8,Module 1,ENSG00000267506,ENSG00000267506,lncRNA
ENSG00000305473.1,Module 2,ENSG00000305473,ENSG00000305473,lncRNA
ENSG00000253853.4,Module 4,ENSG00000253853,ENSG00000253853,lncRNA
ENSG00000258735.2,Module 2,ENSG00000258735,PPP1R13B-DT,lncRNA
ENSG00000164604.16,Module 2,ENSG00000164604,GPR85,protein_coding
ENSG00000226097.7,Module 4,ENSG00000226097,ENSG00000226097,lncRNA
ENSG00000293488.3,Module 6,ENSG00000293488,CLECL1,protein_coding
ENSG00000299637.1,Module 2,ENSG00000299637,ENSG00000299637,lncRNA
ENSG00000290578.2,Module 2,ENSG00000290578,ENSG00000290578,lncRNA
ENSG00000114315.6,Module 1,ENSG00000114315,HES1,protein_coding
ENSG00000299000.1,Module 2,ENSG00000299000,ENSG00000299000,lncRNA
ENSG00000180881.23,Module 6,ENSG00000180881,CAPS2,protein_coding
ENSG00000160233.10,Module 6,ENSG00000160233,LRRC3,protein_coding
ENSG00000125864.15,Module 2,ENSG00000125864,BFSP1,protein_coding
ENSG00000149257.18,Module 2,ENSG00000149257,SERPINH1,protein_coding
ENSG00000181790.14,Module 2,ENSG00000181790,ADGRB1,protein_coding
ENSG00000107249.25,Module 2,ENSG00000107249,GLIS3,protein_coding
ENSG00000288913.3,Module 3,ENSG00000288913,ENSG00000288913,lncRNA
ENSG00000298075.1,Module 2,ENSG00000298075,ENSG00000298075,lncRNA
ENSG00000293389.2,Module 4,ENSG00000293389,ENSG00000293389,lncRNA
ENSG00000176658.19,Module 1,ENSG00000176658,MYO1D,protein_coding
ENSG00000226445.3,Module 2,ENSG00000226445,THBS2-AS1,lncRNA
ENSG00000225978.4,Module 3,ENSG00000225978,HAR1A,lncRNA
ENSG00000285744.2,Module 6,ENSG00000285744,MITA1,lncRNA
ENSG00000164241.15,Module 5,ENSG00000164241,C5orf63,protein_coding
ENSG00000241220.2,Module 2,ENSG00000241220,LINC03109,lncRNA
ENSG00000136250.15,Module 1,ENSG00000136250,AOAH,protein_coding
ENSG00000260528.8,Module 4,ENSG00000260528,FAM157C,lncRNA
ENSG00000197540.9,Module 5,ENSG00000197540,GZMM,protein_coding
ENSG00000185905.6,Module 2,ENSG00000185905,C16orf54,protein_coding
ENSG00000170949.20,Module 3,ENSG00000170949,ZNF160,protein_coding
ENSG00000180884.12,Module 1,ENSG00000180884,ZNF792,protein_coding
ENSG00000179715.15,Module 2,ENSG00000179715,PCED1B,protein_coding
ENSG00000172123.16,Module 5,ENSG00000172123,SLFN12,protein_coding
ENSG00000284428.1,Module 1,ENSG00000284428,ENSG00000284428,lncRNA
ENSG00000308591.1,Module 2,ENSG00000308591,ENSG00000308591,lncRNA
ENSG00000065675.18,Module 5,ENSG00000065675,PRKCQ,protein_coding
ENSG00000299077.1,Module 1,ENSG00000299077,ENSG00000299077,lncRNA
ENSG00000197191.7,Module 2,ENSG00000197191,CYSRT1,protein_coding
ENSG00000248227.2,Module 2,ENSG00000248227,LINC02513,lncRNA
ENSG00000273820.2,Module 1,ENSG00000273820,USP27X,protein_coding
ENSG00000296353.1,Module 2,ENSG00000296353,ENSG00000296353,lncRNA
ENSG00000259704.4,Module 2,ENSG00000259704,ENSG00000259704,lncRNA
ENSG00000187583.13,Module 2,ENSG00000187583,PLEKHN1,protein_coding
ENSG00000229950.2,Module 3,ENSG00000229950,TFAP2A-AS1,lncRNA
ENSG00000134028.16,Module 4,ENSG00000134028,ADAMDEC1,protein_coding
ENSG00000155052.15,Module 4,ENSG00000155052,CNTNAP5,protein_coding
ENSG00000268362.6,Module 5,ENSG00000268362,ENSG00000268362,lncRNA
ENSG00000081803.19,Module 2,ENSG00000081803,CADPS2,protein_coding
