Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000107099.19,Module 6,ENSG00000107099,DOCK8,protein_coding
ENSG00000182263.16,Module 2,ENSG00000182263,FIGN,protein_coding
ENSG00000131724.13,Module 2,ENSG00000131724,IL13RA1,protein_coding
ENSG00000154237.14,Module 2,ENSG00000154237,LRRK1,protein_coding
ENSG00000145864.16,Module 2,ENSG00000145864,GABRB2,protein_coding
ENSG00000099260.14,Module 2,ENSG00000099260,PALMD,protein_coding
ENSG00000243660.14,Module 6,ENSG00000243660,ZNF487,protein_coding
ENSG00000137090.12,Module 2,ENSG00000137090,DMRT1,protein_coding
ENSG00000169851.18,Module 2,ENSG00000169851,PCDH7,protein_coding
ENSG00000179046.11,Module 2,ENSG00000179046,TRIML2,protein_coding
ENSG00000181444.15,Module 2,ENSG00000181444,ZNF467,protein_coding
ENSG00000149485.21,Module 1,ENSG00000149485,FADS1,protein_coding
ENSG00000143341.13,Module 2,ENSG00000143341,HMCN1,protein_coding
ENSG00000253846.4,Module 2,ENSG00000253846,PCDHGA10,protein_coding
ENSG00000165973.21,Module 2,ENSG00000165973,NELL1,protein_coding
ENSG00000186377.10,Module 6,ENSG00000186377,CYP4X1,protein_coding
ENSG00000186094.19,Module 2,ENSG00000186094,AGBL4,protein_coding
ENSG00000085982.18,Module 1,ENSG00000085982,USP40,protein_coding
ENSG00000162407.11,Module 2,ENSG00000162407,PLPP3,protein_coding
ENSG00000115297.11,Module 2,ENSG00000115297,TLX2,protein_coding
ENSG00000165323.18,Module 2,ENSG00000165323,FAT3,protein_coding
ENSG00000257446.6,Module 2,ENSG00000257446,ZNF878,protein_coding
ENSG00000161958.13,Module 2,ENSG00000161958,FGF11,protein_coding
ENSG00000104313.22,Module 2,ENSG00000104313,EYA1,protein_coding
ENSG00000179862.7,Module 2,ENSG00000179862,CITED4,protein_coding
ENSG00000095585.20,Module 2,ENSG00000095585,BLNK,protein_coding
ENSG00000165025.17,Module 2,ENSG00000165025,SYK,protein_coding
ENSG00000131016.19,Module 2,ENSG00000131016,AKAP12,protein_coding
ENSG00000250673.4,Module 2,ENSG00000250673,REELD1,protein_coding
ENSG00000206538.11,Module 2,ENSG00000206538,VGLL3,protein_coding
ENSG00000129514.9,Module 2,ENSG00000129514,FOXA1,protein_coding
ENSG00000198682.15,Module 2,ENSG00000198682,PAPSS2,protein_coding
ENSG00000132122.14,Module 2,ENSG00000132122,SPATA6,protein_coding
ENSG00000163959.12,Module 2,ENSG00000163959,SLC51A,protein_coding
ENSG00000069011.17,Module 2,ENSG00000069011,PITX1,protein_coding
ENSG00000132640.16,Module 2,ENSG00000132640,BTBD3,protein_coding
ENSG00000122735.18,Module 2,ENSG00000122735,DNAI1,protein_coding
ENSG00000181234.11,Module 2,ENSG00000181234,TMEM132C,protein_coding
ENSG00000139890.12,Module 2,ENSG00000139890,REM2,protein_coding
ENSG00000136869.17,Module 2,ENSG00000136869,TLR4,protein_coding
ENSG00000154493.21,Module 2,ENSG00000154493,C10orf90,protein_coding
ENSG00000152217.22,Module 2,ENSG00000152217,SETBP1,protein_coding
ENSG00000186714.14,Module 1,ENSG00000186714,CCDC73,protein_coding
ENSG00000145335.19,Module 2,ENSG00000145335,SNCA,protein_coding
ENSG00000147432.8,Module 2,ENSG00000147432,CHRNB3,protein_coding
ENSG00000135747.11,Module 2,ENSG00000135747,ZNF670-ZNF695,protein_coding
ENSG00000283697.3,Module 2,ENSG00000283697,HSFX3,protein_coding
ENSG00000129028.10,Module 2,ENSG00000129028,THAP10,protein_coding
ENSG00000198574.8,Module 2,ENSG00000198574,SH2D1B,protein_coding
ENSG00000186976.17,Module 2,ENSG00000186976,EFCAB6,protein_coding
ENSG00000204740.12,Module 2,ENSG00000204740,MALRD1,protein_coding
ENSG00000203546.7,Module 6,ENSG00000203546,ENSG00000203546,protein_coding
ENSG00000204616.13,Module 2,ENSG00000204616,TRIM31,protein_coding
ENSG00000011052.21,Module 6,ENSG00000011052,NME1-NME2,protein_coding
ENSG00000147246.12,Module 2,ENSG00000147246,HTR2C,protein_coding
ENSG00000159450.13,Module 2,ENSG00000159450,TCHH,protein_coding
ENSG00000185666.17,Module 2,ENSG00000185666,SYN3,protein_coding
ENSG00000188373.6,Module 2,ENSG00000188373,GPR15LG,protein_coding
ENSG00000197168.16,Module 2,ENSG00000197168,NEK5,protein_coding
ENSG00000188290.13,Module 2,ENSG00000188290,HES4,protein_coding
ENSG00000125398.10,Module 2,ENSG00000125398,SOX9,protein_coding
ENSG00000105610.8,Module 6,ENSG00000105610,KLF1,protein_coding
ENSG00000170579.20,Module 2,ENSG00000170579,DLGAP1,protein_coding
ENSG00000117407.19,Module 2,ENSG00000117407,ARTN,protein_coding
ENSG00000129951.21,Module 2,ENSG00000129951,PLPPR3,protein_coding
ENSG00000149557.16,Module 2,ENSG00000149557,FEZ1,protein_coding
ENSG00000204366.5,Module 2,ENSG00000204366,ZBTB12,protein_coding
ENSG00000158163.17,Module 2,ENSG00000158163,DZIP1L,protein_coding
ENSG00000101222.14,Module 2,ENSG00000101222,SPEF1,protein_coding
ENSG00000112599.9,Module 2,ENSG00000112599,GUCA1B,protein_coding
ENSG00000283128.3,Module 6,ENSG00000283128,ENSG00000283128,protein_coding
ENSG00000198125.15,Module 3,ENSG00000198125,MB,protein_coding
ENSG00000198515.18,Module 2,ENSG00000198515,CNGA1,protein_coding
ENSG00000174483.22,Module 2,ENSG00000174483,BBS1,protein_coding
ENSG00000109472.16,Module 2,ENSG00000109472,CPE,protein_coding
ENSG00000002587.12,Module 2,ENSG00000002587,HS3ST1,protein_coding
ENSG00000114646.11,Module 2,ENSG00000114646,CSPG5,protein_coding
ENSG00000106688.14,Module 2,ENSG00000106688,SLC1A1,protein_coding
ENSG00000274600.2,Module 4,ENSG00000274600,RIMBP3B,protein_coding
ENSG00000138755.7,Module 2,ENSG00000138755,CXCL9,protein_coding
ENSG00000138379.6,Module 2,ENSG00000138379,MSTN,protein_coding
ENSG00000106714.20,Module 2,ENSG00000106714,CNTNAP3,protein_coding
ENSG00000169031.23,Module 2,ENSG00000169031,COL4A3,protein_coding
ENSG00000214357.11,Module 2,ENSG00000214357,NEURL1B,protein_coding
ENSG00000137177.21,Module 2,ENSG00000137177,KIF13A,protein_coding
ENSG00000142233.15,Module 6,ENSG00000142233,NTN5,protein_coding
ENSG00000113083.17,Module 2,ENSG00000113083,LOX,protein_coding
ENSG00000183023.21,Module 2,ENSG00000183023,SLC8A1,protein_coding
ENSG00000165695.12,Module 2,ENSG00000165695,AK8,protein_coding
ENSG00000047617.19,Module 2,ENSG00000047617,ANO2,protein_coding
ENSG00000158869.13,Module 2,ENSG00000158869,FCER1G,protein_coding
ENSG00000176428.8,Module 2,ENSG00000176428,VPS37D,protein_coding
ENSG00000101405.4,Module 2,ENSG00000101405,OXT,protein_coding
ENSG00000186487.23,Module 2,ENSG00000186487,MYT1L,protein_coding
ENSG00000163430.15,Module 2,ENSG00000163430,FSTL1,protein_coding
ENSG00000171517.8,Module 2,ENSG00000171517,LPAR3,protein_coding
ENSG00000100055.23,Module 6,ENSG00000100055,CYTH4,protein_coding
ENSG00000147183.11,Module 2,ENSG00000147183,CPXCR1,protein_coding
ENSG00000150938.12,Module 2,ENSG00000150938,CRIM1,protein_coding
ENSG00000168329.16,Module 2,ENSG00000168329,CX3CR1,protein_coding
ENSG00000276023.7,Module 2,ENSG00000276023,DUSP14,protein_coding
ENSG00000277745.1,Module 2,ENSG00000277745,H2AB3,protein_coding
ENSG00000181856.17,Module 1,ENSG00000181856,SLC2A4,protein_coding
ENSG00000103241.8,Module 2,ENSG00000103241,FOXF1,protein_coding
ENSG00000055732.15,Module 2,ENSG00000055732,MCOLN3,protein_coding
ENSG00000175938.8,Module 6,ENSG00000175938,ORAI3,protein_coding
ENSG00000117707.19,Module 2,ENSG00000117707,PROX1,protein_coding
ENSG00000118292.11,Module 2,ENSG00000118292,C1orf54,protein_coding
ENSG00000172733.13,Module 2,ENSG00000172733,PURG,protein_coding
ENSG00000135363.14,Module 2,ENSG00000135363,LMO2,protein_coding
ENSG00000082781.14,Module 2,ENSG00000082781,ITGB5,protein_coding
ENSG00000139832.7,Module 2,ENSG00000139832,RAB20,protein_coding
ENSG00000134762.18,Module 2,ENSG00000134762,DSC3,protein_coding
ENSG00000151789.15,Module 2,ENSG00000151789,ZNF385D,protein_coding
ENSG00000164743.5,Module 2,ENSG00000164743,C8orf48,protein_coding
ENSG00000162687.20,Module 2,ENSG00000162687,KCNT2,protein_coding
ENSG00000250722.7,Module 2,ENSG00000250722,SELENOP,protein_coding
ENSG00000134640.3,Module 2,ENSG00000134640,MTNR1B,protein_coding
ENSG00000172318.8,Module 2,ENSG00000172318,B3GALT1,protein_coding
ENSG00000284130.3,Module 6,ENSG00000284130,TUBA3FP,protein_coding
ENSG00000115850.11,Module 5,ENSG00000115850,LCT,protein_coding
ENSG00000014914.23,Module 2,ENSG00000014914,MTMR11,protein_coding
ENSG00000113212.7,Module 2,ENSG00000113212,PCDHB7,protein_coding
ENSG00000144331.21,Module 2,ENSG00000144331,ZNF385B,protein_coding
ENSG00000091137.16,Module 2,ENSG00000091137,SLC26A4,protein_coding
ENSG00000139714.14,Module 4,ENSG00000139714,MORN3,protein_coding
ENSG00000173175.18,Module 2,ENSG00000173175,ADCY5,protein_coding
ENSG00000205129.11,Module 2,ENSG00000205129,CFAP96,protein_coding
ENSG00000174099.14,Module 2,ENSG00000174099,MSRB3,protein_coding
ENSG00000105472.16,Module 2,ENSG00000105472,CLEC11A,protein_coding
ENSG00000102924.14,Module 2,ENSG00000102924,CBLN1,protein_coding
ENSG00000140398.16,Module 2,ENSG00000140398,NEIL1,protein_coding
ENSG00000149634.6,Module 2,ENSG00000149634,SPATA25,protein_coding
ENSG00000103888.19,Module 4,ENSG00000103888,CEMIP,protein_coding
ENSG00000144130.12,Module 2,ENSG00000144130,NT5DC4,protein_coding
ENSG00000213654.12,Module 5,ENSG00000213654,GPSM3,protein_coding
ENSG00000111275.15,Module 2,ENSG00000111275,ALDH2,protein_coding
ENSG00000175414.9,Module 3,ENSG00000175414,ARL10,protein_coding
ENSG00000165731.24,Module 2,ENSG00000165731,RET,protein_coding
ENSG00000164485.16,Module 2,ENSG00000164485,IL22RA2,protein_coding
ENSG00000179915.26,Module 2,ENSG00000179915,NRXN1,protein_coding
ENSG00000197479.7,Module 2,ENSG00000197479,PCDHB11,protein_coding
ENSG00000186471.15,Module 6,ENSG00000186471,AKAP14,protein_coding
ENSG00000172073.5,Module 2,ENSG00000172073,SPMIP9,protein_coding
ENSG00000119900.10,Module 1,ENSG00000119900,OGFRL1,protein_coding
ENSG00000188582.11,Module 2,ENSG00000188582,PAQR9,protein_coding
ENSG00000172247.6,Module 2,ENSG00000172247,C1QTNF4,protein_coding
ENSG00000164287.13,Module 1,ENSG00000164287,CDC20B,protein_coding
ENSG00000162738.9,Module 2,ENSG00000162738,VANGL2,protein_coding
ENSG00000204956.7,Module 2,ENSG00000204956,PCDHGA1,protein_coding
ENSG00000139053.5,Module 1,ENSG00000139053,PDE6H,protein_coding
ENSG00000185177.15,Module 2,ENSG00000185177,ZNF479,protein_coding
ENSG00000171595.16,Module 2,ENSG00000171595,DNAI2,protein_coding
ENSG00000129151.11,Module 2,ENSG00000129151,BBOX1,protein_coding
ENSG00000113248.6,Module 2,ENSG00000113248,PCDHB15,protein_coding
ENSG00000171747.11,Module 2,ENSG00000171747,LGALS4,protein_coding
ENSG00000135373.15,Module 2,ENSG00000135373,EHF,protein_coding
ENSG00000170482.19,Module 5,ENSG00000170482,SLC23A1,protein_coding
ENSG00000105371.12,Module 1,ENSG00000105371,ICAM4,protein_coding
ENSG00000127329.18,Module 2,ENSG00000127329,PTPRB,protein_coding
ENSG00000116983.15,Module 2,ENSG00000116983,HPCAL4,protein_coding
ENSG00000248712.10,Module 3,ENSG00000248712,DRC12,protein_coding
ENSG00000109854.16,Module 1,ENSG00000109854,HTATIP2,protein_coding
ENSG00000111450.17,Module 1,ENSG00000111450,STX2,protein_coding
ENSG00000125870.13,Module 4,ENSG00000125870,SNRPB2,protein_coding
ENSG00000124702.21,Module 4,ENSG00000124702,KLHDC3,protein_coding
ENSG00000112977.18,Module 1,ENSG00000112977,DAP,protein_coding
ENSG00000114126.20,Module 6,ENSG00000114126,TFDP2,protein_coding
ENSG00000141968.10,Module 5,ENSG00000141968,VAV1,protein_coding
ENSG00000070159.16,Module 1,ENSG00000070159,PTPN3,protein_coding
ENSG00000178719.19,Module 2,ENSG00000178719,GRINA,protein_coding
ENSG00000105486.17,Module 5,ENSG00000105486,LIG1,protein_coding
ENSG00000089195.17,Module 4,ENSG00000089195,TRMT6,protein_coding
ENSG00000125651.16,Module 4,ENSG00000125651,GTF2F1,protein_coding
ENSG00000006062.20,Module 1,ENSG00000006062,MAP3K14,protein_coding
ENSG00000143514.20,Module 1,ENSG00000143514,TP53BP2,protein_coding
ENSG00000196141.16,Module 1,ENSG00000196141,SPATS2L,protein_coding
ENSG00000164070.14,Module 1,ENSG00000164070,HSPA4L,protein_coding
ENSG00000048140.20,Module 1,ENSG00000048140,TSPAN17,protein_coding
ENSG00000008300.17,Module 2,ENSG00000008300,CELSR3,protein_coding
ENSG00000072736.20,Module 5,ENSG00000072736,NFATC3,protein_coding
ENSG00000146386.10,Module 5,ENSG00000146386,ABRACL,protein_coding
ENSG00000145916.21,Module 1,ENSG00000145916,RMND5B,protein_coding
ENSG00000153815.19,Module 5,ENSG00000153815,CMIP,protein_coding
ENSG00000113638.16,Module 1,ENSG00000113638,TTC33,protein_coding
ENSG00000161405.19,Module 4,ENSG00000161405,IKZF3,protein_coding
ENSG00000174282.14,Module 2,ENSG00000174282,ZBTB4,protein_coding
ENSG00000125898.15,Module 4,ENSG00000125898,FAM110A,protein_coding
ENSG00000088812.20,Module 4,ENSG00000088812,ATRN,protein_coding
ENSG00000067955.17,Module 5,ENSG00000067955,CBFB,protein_coding
ENSG00000154640.17,Module 1,ENSG00000154640,BTG3,protein_coding
ENSG00000150907.12,Module 1,ENSG00000150907,FOXO1,protein_coding
ENSG00000113552.18,Module 1,ENSG00000113552,GNPDA1,protein_coding
ENSG00000103024.10,Module 1,ENSG00000103024,NME3,protein_coding
ENSG00000164543.9,Module 4,ENSG00000164543,STK17A,protein_coding
ENSG00000197885.13,Module 1,ENSG00000197885,NKIRAS1,protein_coding
ENSG00000197530.15,Module 1,ENSG00000197530,MIB2,protein_coding
ENSG00000160360.14,Module 2,ENSG00000160360,GPSM1,protein_coding
ENSG00000125772.17,Module 4,ENSG00000125772,GPCPD1,protein_coding
ENSG00000168394.15,Module 1,ENSG00000168394,TAP1,protein_coding
ENSG00000163069.15,Module 1,ENSG00000163069,SGCB,protein_coding
ENSG00000131981.18,Module 1,ENSG00000131981,LGALS3,protein_coding
ENSG00000149218.7,Module 1,ENSG00000149218,ENDOD1,protein_coding
ENSG00000125648.17,Module 4,ENSG00000125648,SLC25A23,protein_coding
ENSG00000138433.18,Module 4,ENSG00000138433,CIRSR,protein_coding
ENSG00000120889.15,Module 1,ENSG00000120889,TNFRSF10B,protein_coding
ENSG00000125534.13,Module 1,ENSG00000125534,PPDPF,protein_coding
ENSG00000172575.15,Module 1,ENSG00000172575,RASGRP1,protein_coding
ENSG00000148090.14,Module 1,ENSG00000148090,AUH,protein_coding
ENSG00000118855.23,Module 4,ENSG00000118855,MFSD1,protein_coding
ENSG00000171453.22,Module 6,ENSG00000171453,POLR1C,protein_coding
ENSG00000158717.13,Module 5,ENSG00000158717,RNF166,protein_coding
ENSG00000115993.15,Module 1,ENSG00000115993,TRAK2,protein_coding
ENSG00000102763.20,Module 1,ENSG00000102763,VWA8,protein_coding
ENSG00000153048.13,Module 4,ENSG00000153048,CARHSP1,protein_coding
ENSG00000128272.21,Module 1,ENSG00000128272,ATF4,protein_coding
ENSG00000005189.22,Module 1,ENSG00000005189,REXO5,protein_coding
ENSG00000048392.15,Module 1,ENSG00000048392,RRM2B,protein_coding
ENSG00000197119.14,Module 4,ENSG00000197119,SLC25A29,protein_coding
ENSG00000257923.14,Module 4,ENSG00000257923,CUX1,protein_coding
ENSG00000106266.13,Module 1,ENSG00000106266,SNX8,protein_coding
ENSG00000197535.17,Module 1,ENSG00000197535,MYO5A,protein_coding
ENSG00000140995.19,Module 1,ENSG00000140995,DEF8,protein_coding
ENSG00000164144.18,Module 5,ENSG00000164144,ARFIP1,protein_coding
ENSG00000137135.20,Module 1,ENSG00000137135,ARHGEF39,protein_coding
ENSG00000174004.8,Module 4,ENSG00000174004,NRROS,protein_coding
ENSG00000171223.6,Module 2,ENSG00000171223,JUNB,protein_coding
ENSG00000103148.19,Module 1,ENSG00000103148,NPRL3,protein_coding
ENSG00000136490.11,Module 4,ENSG00000136490,LIMD2,protein_coding
ENSG00000171522.8,Module 2,ENSG00000171522,PTGER4,protein_coding
ENSG00000067141.19,Module 1,ENSG00000067141,NEO1,protein_coding
ENSG00000171984.17,Module 4,ENSG00000171984,SHLD1,protein_coding
ENSG00000008083.16,Module 6,ENSG00000008083,JARID2,protein_coding
ENSG00000175309.18,Module 1,ENSG00000175309,PHYKPL,protein_coding
ENSG00000181191.14,Module 1,ENSG00000181191,PJA1,protein_coding
ENSG00000077150.23,Module 1,ENSG00000077150,NFKB2,protein_coding
ENSG00000086062.16,Module 1,ENSG00000086062,B4GALT1,protein_coding
ENSG00000121964.17,Module 1,ENSG00000121964,QTMAN,protein_coding
ENSG00000136840.21,Module 1,ENSG00000136840,ST6GALNAC4,protein_coding
ENSG00000073605.21,Module 1,ENSG00000073605,GSDMB,protein_coding
ENSG00000183621.17,Module 1,ENSG00000183621,ZNF438,protein_coding
ENSG00000151876.15,Module 1,ENSG00000151876,FBXO4,protein_coding
ENSG00000163558.15,Module 3,ENSG00000163558,PRKCI,protein_coding
ENSG00000112282.20,Module 4,ENSG00000112282,MED23,protein_coding
ENSG00000166974.15,Module 6,ENSG00000166974,MAPRE2,protein_coding
ENSG00000164048.16,Module 1,ENSG00000164048,ZNF589,protein_coding
ENSG00000130544.14,Module 4,ENSG00000130544,ZNF557,protein_coding
ENSG00000135119.16,Module 1,ENSG00000135119,RNFT2,protein_coding
ENSG00000163568.19,Module 1,ENSG00000163568,AIM2,protein_coding
ENSG00000110031.14,Module 4,ENSG00000110031,LPXN,protein_coding
ENSG00000155657.30,Module 1,ENSG00000155657,TTN,protein_coding
ENSG00000149499.14,Module 1,ENSG00000149499,EML3,protein_coding
ENSG00000107863.22,Module 2,ENSG00000107863,ARHGAP21,protein_coding
ENSG00000185453.15,Module 5,ENSG00000185453,ZSWIM9,protein_coding
ENSG00000071073.15,Module 4,ENSG00000071073,MGAT4A,protein_coding
ENSG00000196151.13,Module 1,ENSG00000196151,WDSUB1,protein_coding
ENSG00000110888.21,Module 2,ENSG00000110888,CAPRIN2,protein_coding
ENSG00000118762.10,Module 1,ENSG00000118762,PKD2,protein_coding
ENSG00000156671.17,Module 1,ENSG00000156671,SAMD8,protein_coding
ENSG00000119669.5,Module 6,ENSG00000119669,IRF2BPL,protein_coding
ENSG00000003402.23,Module 1,ENSG00000003402,CFLAR,protein_coding
ENSG00000160606.12,Module 1,ENSG00000160606,TLCD1,protein_coding
ENSG00000134222.18,Module 1,ENSG00000134222,PSRC1,protein_coding
ENSG00000169992.11,Module 2,ENSG00000169992,NLGN2,protein_coding
ENSG00000185361.11,Module 1,ENSG00000185361,TNFAIP8L1,protein_coding
ENSG00000084731.17,Module 4,ENSG00000084731,KIF3C,protein_coding
ENSG00000121417.16,Module 4,ENSG00000121417,ZNF211,protein_coding
ENSG00000128683.16,Module 1,ENSG00000128683,GAD1,protein_coding
ENSG00000160588.11,Module 6,ENSG00000160588,MPZL3,protein_coding
ENSG00000140451.15,Module 1,ENSG00000140451,PIF1,protein_coding
ENSG00000167996.18,Module 2,ENSG00000167996,FTH1,protein_coding
ENSG00000129219.16,Module 1,ENSG00000129219,PLD2,protein_coding
ENSG00000197852.13,Module 2,ENSG00000197852,INKA2,protein_coding
ENSG00000167131.19,Module 1,ENSG00000167131,DNAAF19,protein_coding
ENSG00000117226.15,Module 5,ENSG00000117226,GBP3,protein_coding
ENSG00000110171.22,Module 1,ENSG00000110171,TRIM3,protein_coding
ENSG00000213563.8,Module 1,ENSG00000213563,C8orf82,protein_coding
ENSG00000243477.8,Module 1,ENSG00000243477,NAA80,protein_coding
ENSG00000100299.20,Module 2,ENSG00000100299,ARSA,protein_coding
ENSG00000080854.17,Module 6,ENSG00000080854,IGSF9B,protein_coding
ENSG00000197603.18,Module 1,ENSG00000197603,CPLANE1,protein_coding
ENSG00000197959.16,Module 1,ENSG00000197959,DNM3,protein_coding
ENSG00000242574.11,Module 1,ENSG00000242574,HLA-DMB,protein_coding
ENSG00000204642.16,Module 2,ENSG00000204642,HLA-F,protein_coding
ENSG00000214756.9,Module 1,ENSG00000214756,CSKMT,protein_coding
ENSG00000120899.20,Module 6,ENSG00000120899,PTK2B,protein_coding
ENSG00000090238.14,Module 2,ENSG00000090238,YPEL3,protein_coding
ENSG00000137825.13,Module 1,ENSG00000137825,ITPKA,protein_coding
ENSG00000160867.17,Module 1,ENSG00000160867,FGFR4,protein_coding
ENSG00000169989.5,Module 4,ENSG00000169989,TIGD4,protein_coding
ENSG00000187801.17,Module 1,ENSG00000187801,ZFP69B,protein_coding
ENSG00000286219.3,Module 4,ENSG00000286219,NOTCH2NLC,protein_coding
ENSG00000169239.16,Module 5,ENSG00000169239,CA5B,protein_coding
ENSG00000232859.12,Module 1,ENSG00000232859,LYRM9,protein_coding
ENSG00000100906.14,Module 1,ENSG00000100906,NFKBIA,protein_coding
ENSG00000165424.9,Module 5,ENSG00000165424,ZCCHC24,protein_coding
ENSG00000196118.14,Module 4,ENSG00000196118,CFAP119,protein_coding
ENSG00000019582.19,Module 2,ENSG00000019582,CD74,protein_coding
ENSG00000118690.15,Module 4,ENSG00000118690,ARMC2,protein_coding
ENSG00000269720.4,Module 1,ENSG00000269720,CCDC194,protein_coding
ENSG00000185522.11,Module 1,ENSG00000185522,LMNTD2,protein_coding
ENSG00000161048.14,Module 4,ENSG00000161048,NAPEPLD,protein_coding
ENSG00000105672.16,Module 1,ENSG00000105672,ETV2,protein_coding
ENSG00000141294.11,Module 4,ENSG00000141294,LRRC46,protein_coding
ENSG00000090339.11,Module 1,ENSG00000090339,ICAM1,protein_coding
ENSG00000135114.15,Module 1,ENSG00000135114,OASL,protein_coding
ENSG00000128965.14,Module 2,ENSG00000128965,CHAC1,protein_coding
ENSG00000174945.16,Module 1,ENSG00000174945,AMZ1,protein_coding
ENSG00000173531.17,Module 1,ENSG00000173531,MST1,protein_coding
ENSG00000182853.13,Module 1,ENSG00000182853,VMO1,protein_coding
ENSG00000178821.15,Module 1,ENSG00000178821,TMEM52,protein_coding
ENSG00000177076.7,Module 2,ENSG00000177076,ACER2,protein_coding
ENSG00000149926.16,Module 1,ENSG00000149926,TLCD3B,protein_coding
ENSG00000257108.3,Module 1,ENSG00000257108,NHLRC4,protein_coding
ENSG00000138400.14,Module 1,ENSG00000138400,MDH1B,protein_coding
ENSG00000172058.18,Module 1,ENSG00000172058,SERF1A,protein_coding
ENSG00000183054.15,Module 1,ENSG00000183054,RGPD6,protein_coding
ENSG00000124743.7,Module 4,ENSG00000124743,KLHL31,protein_coding
ENSG00000163666.12,Module 4,ENSG00000163666,HESX1,protein_coding
ENSG00000173432.14,Module 1,ENSG00000173432,SAA1,protein_coding
ENSG00000121211.10,Module 5,ENSG00000121211,MND1,protein_coding
ENSG00000228049.9,Module 4,ENSG00000228049,POLR2J2,protein_coding
ENSG00000049768.20,Module 1,ENSG00000049768,FOXP3,protein_coding
ENSG00000105219.12,Module 2,ENSG00000105219,CCNP,protein_coding
ENSG00000139055.8,Module 6,ENSG00000139055,ERP27,protein_coding
ENSG00000075643.8,Module 1,ENSG00000075643,MOCOS,protein_coding
ENSG00000172803.20,Module 5,ENSG00000172803,SNX32,protein_coding
ENSG00000160161.11,Module 1,ENSG00000160161,CILP2,protein_coding
ENSG00000196388.11,Module 5,ENSG00000196388,INCA1,protein_coding
ENSG00000180209.14,Module 5,ENSG00000180209,MYL11,protein_coding
ENSG00000196557.15,Module 4,ENSG00000196557,CACNA1H,protein_coding
ENSG00000171056.9,Module 1,ENSG00000171056,SOX7,protein_coding
ENSG00000104888.12,Module 1,ENSG00000104888,SLC17A7,protein_coding
ENSG00000119698.14,Module 2,ENSG00000119698,PPP4R4,protein_coding
ENSG00000008516.21,Module 5,ENSG00000008516,MMP25,protein_coding
ENSG00000168671.12,Module 4,ENSG00000168671,UGT3A2,protein_coding
ENSG00000162643.15,Module 1,ENSG00000162643,DNAI3,protein_coding
ENSG00000164849.12,Module 4,ENSG00000164849,GPR146,protein_coding
ENSG00000078814.21,Module 2,ENSG00000078814,MYH7B,protein_coding
ENSG00000151632.20,Module 1,ENSG00000151632,AKR1C2,protein_coding
ENSG00000205702.14,Module 4,ENSG00000205702,CYP2D7,protein_coding
ENSG00000010671.20,Module 5,ENSG00000010671,BTK,protein_coding
ENSG00000108576.12,Module 1,ENSG00000108576,SLC6A4,protein_coding
ENSG00000172508.13,Module 6,ENSG00000172508,CARNS1,protein_coding
ENSG00000198598.9,Module 5,ENSG00000198598,MMP17,protein_coding
ENSG00000284934.3,Module 5,ENSG00000284934,ENSG00000284934,protein_coding
ENSG00000180245.7,Module 4,ENSG00000180245,RRH,protein_coding
ENSG00000145860.14,Module 1,ENSG00000145860,RNF145,protein_coding
ENSG00000013306.18,Module 4,ENSG00000013306,SLC25A39,protein_coding
ENSG00000101856.12,Module 1,ENSG00000101856,PGRMC1,protein_coding
ENSG00000274070.3,Module 4,ENSG00000274070,CASTOR2,protein_coding
ENSG00000126432.16,Module 2,ENSG00000126432,PRDX5,protein_coding
ENSG00000113719.19,Module 4,ENSG00000113719,ERGIC1,protein_coding
ENSG00000165283.18,Module 1,ENSG00000165283,STOML2,protein_coding
ENSG00000145495.19,Module 2,ENSG00000145495,MARCHF6,protein_coding
ENSG00000213064.12,Module 4,ENSG00000213064,SFT2D2,protein_coding
ENSG00000211455.10,Module 2,ENSG00000211455,STK38L,protein_coding
ENSG00000177105.12,Module 1,ENSG00000177105,RHOG,protein_coding
ENSG00000173744.20,Module 1,ENSG00000173744,AGFG1,protein_coding
ENSG00000109762.19,Module 4,ENSG00000109762,SNX25,protein_coding
ENSG00000172269.22,Module 1,ENSG00000172269,DPAGT1,protein_coding
ENSG00000150093.22,Module 4,ENSG00000150093,ITGB1,protein_coding
ENSG00000263465.5,Module 1,ENSG00000263465,SRSF8,protein_coding
ENSG00000170265.14,Module 1,ENSG00000170265,ZNF282,protein_coding
ENSG00000197746.17,Module 4,ENSG00000197746,PSAP,protein_coding
ENSG00000185262.11,Module 4,ENSG00000185262,UBALD2,protein_coding
ENSG00000205268.13,Module 4,ENSG00000205268,PDE7A,protein_coding
ENSG00000123600.23,Module 1,ENSG00000123600,METTL8,protein_coding
ENSG00000162702.10,Module 4,ENSG00000162702,ZNF281,protein_coding
ENSG00000116406.22,Module 4,ENSG00000116406,EDEM3,protein_coding
ENSG00000183605.19,Module 1,ENSG00000183605,SFXN4,protein_coding
ENSG00000058668.18,Module 4,ENSG00000058668,ATP2B4,protein_coding
ENSG00000070882.15,Module 5,ENSG00000070882,OSBPL3,protein_coding
ENSG00000103494.18,Module 4,ENSG00000103494,RPGRIP1L,protein_coding
ENSG00000140718.24,Module 4,ENSG00000140718,FTO,protein_coding
ENSG00000133195.14,Module 1,ENSG00000133195,SLC39A11,protein_coding
ENSG00000122965.13,Module 1,ENSG00000122965,RBM19,protein_coding
