Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000276050,0,0,0,0,0,0,0,0
ENSG00000276051,0,0,0,0,0,0,0,0
ENSG00000276052,0,0,0,0,0,0,0,0
ENSG00000276053,0,0,0,0,0,0,0,0
ENSG00000276054,33,59,59,65,104,55,45,60
ENSG00000276055,0,0,0,0,0,0,0,0
ENSG00000276056,0,0,0,0,0,0,0,0
ENSG00000276057,0,0,0,0,0,0,0,0
ENSG00000276058,23,45,49,67,74,37,22,37
ENSG00000276059,0,0,0,0,0,0,0,0
ENSG00000276060,0,0,0,0,0,0,0,0
ENSG00000276061,0,0,0,0,0,0,0,0
ENSG00000276062,0,0,0,0,0,0,0,0
ENSG00000276063,1,1,0,2,2,1,4,2
ENSG00000276064,0,0,0,0,0,0,0,0
ENSG00000276065,0,0,0,0,0,0,0,0
ENSG00000276066,0,0,0,0,0,0,0,0
ENSG00000276067,0,0,2,1,3,1,1,1
ENSG00000276068,0,0,0,0,0,0,0,0
ENSG00000276070,0,0,0,0,1,1,2,0
ENSG00000276071,17,38,53,42,29,57,25,38
ENSG00000276072,0,0,0,0,0,0,0,0
ENSG00000276073,12,18,20,58,28,54,31,24
ENSG00000276074,0,0,0,0,0,0,0,0
ENSG00000276075,3,2,4,4,7,5,3,6
ENSG00000276076,0,0,0,0,0,0,0,0
ENSG00000276077,0,0,0,0,0,0,0,0
ENSG00000276078,0,0,0,0,0,0,0,0
ENSG00000276079,0,0,0,0,0,0,0,0
ENSG00000276080,0,0,0,0,0,0,0,0
ENSG00000276081,0,0,0,0,0,0,0,0
ENSG00000276082,0,0,0,0,0,0,0,0
ENSG00000276083,0,5,1,5,3,3,0,1
ENSG00000276084,0,0,0,0,0,0,0,0
ENSG00000276085,4,0,0,0,0,0,0,0
ENSG00000276086,0,0,0,0,0,0,0,0
ENSG00000276087,4,4,5,6,11,1,1,11
ENSG00000276088,0,0,0,0,0,0,0,0
ENSG00000276089,0,0,0,0,0,0,0,0
ENSG00000276090,0,0,0,0,0,0,0,0
ENSG00000276091,0,0,0,0,0,0,0,0
ENSG00000276092,2,4,7,3,5,1,7,2
ENSG00000276093,0,0,0,0,0,0,0,0
ENSG00000276094,0,0,0,0,0,0,0,0
ENSG00000276095,0,0,0,0,0,0,0,0
ENSG00000276096,0,0,1,2,0,0,0,0
ENSG00000276097,1,3,1,5,4,6,1,3
ENSG00000276098,0,0,0,0,0,0,0,0
ENSG00000276099,0,0,0,0,0,0,0,0
ENSG00000276100,0,0,0,0,0,0,0,0
ENSG00000276101,17,10,16,0,4,0,1,1
ENSG00000276102,0,1,2,2,5,2,12,1
ENSG00000276103,6,26,38,41,17,35,29,28
ENSG00000276104,5,0,0,0,0,1,0,0
ENSG00000276105,9,22,17,30,45,20,11,17
ENSG00000276107,0,5,81,8,1,0,0,0
ENSG00000276108,0,0,0,1,0,0,0,0
ENSG00000276109,0,0,0,0,0,0,0,0
ENSG00000276110,0,2,2,5,1,10,4,4
ENSG00000276111,0,0,0,0,0,0,0,0
ENSG00000276112,127,0,1,0,0,3,1,3
ENSG00000276114,0,0,0,0,0,0,0,0
ENSG00000276115,23,69,50,92,139,60,52,38
ENSG00000276116,49,51,63,78,30,86,43,73
ENSG00000276117,0,0,0,0,0,0,0,0
ENSG00000276118,0,0,0,0,0,0,0,0
ENSG00000276119,1,0,5,3,1,3,1,1
ENSG00000276120,0,0,0,0,0,0,0,0
ENSG00000276121,0,0,0,0,0,0,0,0
ENSG00000276122,0,0,0,0,0,0,0,0
ENSG00000276123,0,4,2,4,2,2,2,2
ENSG00000276124,0,0,1,1,1,2,5,0
ENSG00000276125,0,0,0,0,0,0,0,0
ENSG00000276126,0,0,0,0,0,0,0,0
ENSG00000276127,0,0,0,0,0,0,0,0
ENSG00000276128,0,0,0,2,0,0,2,0
ENSG00000276129,0,0,0,0,0,0,0,0
ENSG00000276130,0,0,0,0,0,0,0,0
ENSG00000276131,8,7,3,10,2,11,6,11
ENSG00000276132,0,0,0,0,0,0,0,0
ENSG00000276133,0,0,0,0,0,0,0,0
ENSG00000276134,0,0,0,0,0,0,0,0
ENSG00000276135,0,0,0,1,0,0,0,0
ENSG00000276136,188,391,498,710,332,554,418,399
ENSG00000276137,1,1,0,1,0,2,0,0
ENSG00000276138,0,0,0,0,0,0,0,0
ENSG00000276139,0,0,0,0,0,0,0,0
ENSG00000276140,0,0,0,0,0,0,0,0
ENSG00000276141,536,1707,1872,2049,1375,1736,1426,1869
ENSG00000276143,0,0,0,0,0,0,0,0
ENSG00000276144,1,0,3,0,0,2,0,0
ENSG00000276145,0,0,0,0,0,0,0,0
ENSG00000276146,0,0,0,0,0,0,0,0
ENSG00000276147,0,0,0,0,2,0,0,4
ENSG00000276148,21,97,102,99,87,96,80,77
ENSG00000276149,0,0,0,0,0,0,0,0
ENSG00000276150,0,0,0,0,0,0,0,0
ENSG00000276151,0,0,0,0,0,0,0,0
ENSG00000276152,0,0,0,0,0,0,0,0
ENSG00000276153,0,0,0,0,0,0,0,0
ENSG00000276154,0,0,0,0,0,0,0,0
ENSG00000276155,0,0,0,0,0,0,0,0
ENSG00000276156,0,0,0,0,1,0,0,0
ENSG00000276157,0,1,0,1,3,1,0,0
ENSG00000276158,0,0,0,0,0,0,0,0
ENSG00000276159,0,0,0,0,0,0,0,0
ENSG00000276160,0,0,0,1,0,0,0,0
ENSG00000276161,0,0,0,0,0,0,0,0
ENSG00000276162,0,0,0,0,0,0,0,0
ENSG00000276163,0,0,0,0,0,0,0,0
ENSG00000276164,0,0,0,0,0,0,0,0
ENSG00000276165,0,0,0,0,0,0,0,0
ENSG00000276166,1,2,2,2,7,5,1,0
ENSG00000276167,0,0,0,0,0,0,0,0
ENSG00000276168,0,0,0,0,0,0,0,0
ENSG00000276169,2,1,7,7,3,4,9,15
ENSG00000276170,0,0,0,0,0,0,0,0
ENSG00000276171,5,4,1,1,2,3,4,6
ENSG00000276172,0,0,0,0,0,0,0,0
ENSG00000276173,0,0,0,0,0,0,0,0
ENSG00000276174,12,34,47,52,76,47,26,32
ENSG00000276175,0,0,0,0,0,0,0,0
ENSG00000276176,0,0,0,3,0,2,1,0
ENSG00000276177,0,0,0,0,0,0,0,0
ENSG00000276178,0,0,0,0,0,0,0,0
ENSG00000276179,0,0,0,0,0,0,0,0
ENSG00000276180,132,44,45,65,22,72,90,85
ENSG00000276181,0,0,0,0,0,0,0,0
ENSG00000276182,94,375,473,469,451,352,272,257
ENSG00000276183,0,0,0,0,0,0,0,0
ENSG00000276184,0,0,0,0,0,0,0,0
ENSG00000276185,4,0,0,0,0,0,0,0
ENSG00000276186,0,0,0,0,0,0,0,0
ENSG00000276187,0,0,0,0,0,0,0,0
ENSG00000276188,2,10,8,12,12,14,11,11
ENSG00000276189,0,0,0,0,0,0,0,0
ENSG00000276191,0,0,0,0,0,0,0,0
ENSG00000276192,0,0,0,0,0,0,0,0
ENSG00000276193,0,0,0,0,0,0,0,0
ENSG00000276194,0,0,0,0,0,0,0,0
ENSG00000276196,0,0,0,0,0,0,0,0
ENSG00000276197,0,0,0,0,0,0,0,0
ENSG00000276198,0,0,0,0,0,0,0,0
ENSG00000276200,2,0,0,0,0,0,1,0
ENSG00000276201,0,0,0,0,0,0,0,0
ENSG00000276202,2,2,1,2,3,0,5,3
ENSG00000276203,1,10,12,8,10,4,6,2
ENSG00000276204,1,1,2,3,3,2,0,1
ENSG00000276205,0,0,0,0,0,0,0,0
ENSG00000276206,0,0,0,0,0,0,0,0
ENSG00000276207,0,0,0,0,0,0,0,0
ENSG00000276208,0,0,0,0,0,0,0,0
ENSG00000276209,0,0,0,0,0,0,0,0
ENSG00000276210,0,1,0,2,0,0,0,1
ENSG00000276211,0,0,0,0,0,0,0,0
ENSG00000276212,0,0,0,0,0,0,0,0
ENSG00000276213,18,6,11,5,0,2,3,5
ENSG00000276214,0,0,0,0,0,0,0,0
ENSG00000276215,0,0,0,0,0,0,0,0
ENSG00000276216,1877,1833,4124,2971,793,2928,2409,1399
ENSG00000276217,0,0,0,0,0,0,0,0
ENSG00000276218,0,0,0,0,0,0,0,0
ENSG00000276219,0,0,0,0,0,0,0,0
ENSG00000276220,0,0,0,0,0,0,0,0
ENSG00000276221,0,0,0,0,0,0,0,0
ENSG00000276222,0,0,0,0,0,0,0,0
ENSG00000276223,0,0,0,1,0,0,1,0
ENSG00000276224,0,0,0,0,0,0,0,0
ENSG00000276225,0,0,0,0,0,0,0,0
ENSG00000276226,0,0,0,0,0,0,0,0
ENSG00000276227,0,0,0,0,0,0,0,0
ENSG00000276228,0,0,0,0,0,0,0,0
ENSG00000276229,0,0,0,0,0,0,0,0
ENSG00000276230,0,0,0,0,0,0,0,0
ENSG00000276231,12,29,53,35,39,46,23,21
ENSG00000276232,0,0,0,0,0,0,0,0
ENSG00000276233,0,0,0,0,0,0,0,0
ENSG00000276234,582,1036,1433,1481,760,1268,1123,1085
ENSG00000276235,0,2,1,3,0,2,0,3
ENSG00000276236,0,0,0,0,0,0,0,0
ENSG00000276237,3,5,5,5,6,5,4,5
ENSG00000276238,0,0,0,0,0,0,0,0
ENSG00000276239,0,0,0,0,0,0,0,0
ENSG00000276240,3,2,14,7,5,5,0,5
ENSG00000276241,0,0,0,0,1,3,2,0
ENSG00000276242,0,0,0,0,0,0,0,0
ENSG00000276243,0,0,0,0,0,0,0,0
ENSG00000276244,0,0,0,0,0,0,0,0
ENSG00000276245,1,6,0,1,1,1,0,2
ENSG00000276246,0,0,0,0,0,0,0,0
ENSG00000276247,0,0,0,0,0,0,0,0
ENSG00000276248,12,40,43,41,76,75,31,35
ENSG00000276250,43,4,14,8,9,9,4,4
ENSG00000276251,0,1,2,1,0,1,0,0
ENSG00000276252,0,0,0,0,0,0,0,0
ENSG00000276253,0,0,0,0,0,0,0,0
ENSG00000276254,0,0,0,0,0,0,0,0
ENSG00000276255,27,6,27,40,39,42,22,20
ENSG00000276256,2,4,15,1,1,1,3,0
ENSG00000276257,0,0,0,0,0,0,0,0
ENSG00000276258,0,0,0,0,0,0,0,0
ENSG00000276259,59,135,170,200,114,189,148,128
ENSG00000276260,0,0,0,0,0,0,0,0
ENSG00000276261,0,0,0,0,1,0,0,0
ENSG00000276262,0,0,0,0,0,0,0,0
ENSG00000276263,0,0,0,0,0,0,0,0
ENSG00000276264,0,0,0,0,0,0,0,0
ENSG00000276265,0,0,0,0,0,0,0,0
ENSG00000276266,0,0,0,0,0,0,0,0
ENSG00000276269,0,0,0,0,0,0,0,0
ENSG00000276270,0,0,1,1,0,0,0,0
ENSG00000276271,0,0,0,0,0,0,0,0
ENSG00000276272,0,1,1,1,0,3,0,0
ENSG00000276273,0,0,0,0,0,0,0,0
ENSG00000276274,0,0,0,0,0,0,0,0
ENSG00000276275,0,0,0,0,0,0,0,0
ENSG00000276276,0,0,0,0,0,0,0,0
ENSG00000276277,0,0,0,0,0,0,0,0
ENSG00000276278,25,107,94,128,66,103,91,101
ENSG00000276279,0,0,0,0,0,0,0,0
ENSG00000276280,0,0,0,0,0,0,0,0
ENSG00000276281,0,0,0,0,0,0,0,0
ENSG00000276282,3,15,23,25,25,26,23,8
ENSG00000276283,0,0,0,1,0,0,0,0
ENSG00000276285,0,0,0,0,0,0,0,0
ENSG00000276286,0,0,0,0,0,0,0,0
ENSG00000276287,0,0,0,0,0,0,0,0
ENSG00000276288,0,0,0,1,0,1,0,0
ENSG00000276289,0,0,0,0,0,0,0,0
ENSG00000276290,0,0,0,0,0,0,0,0
ENSG00000276291,611,1247,1406,1604,832,1563,984,1033
ENSG00000276292,2,9,9,13,7,8,11,9
ENSG00000276293,2196,4032,4481,5743,2397,5031,5051,4185
ENSG00000276294,0,0,0,0,0,0,0,0
ENSG00000276295,0,0,0,0,0,0,0,0
ENSG00000276296,0,0,0,0,0,0,0,0
ENSG00000276297,0,0,0,0,0,0,0,0
ENSG00000276298,0,0,0,0,0,0,0,0
ENSG00000276299,0,0,0,0,0,0,0,0
ENSG00000276300,0,0,0,0,0,0,0,0
ENSG00000276301,0,0,0,0,0,0,0,0
ENSG00000276302,3,7,6,14,8,15,11,6
ENSG00000276303,0,0,0,0,0,0,0,0
ENSG00000276304,0,0,0,0,0,0,0,0
ENSG00000276305,0,0,0,0,0,0,0,0
ENSG00000276306,0,0,0,0,0,0,0,0
ENSG00000276307,0,0,0,0,0,0,0,0
ENSG00000276308,92,318,378,414,538,262,209,217
ENSG00000276309,0,0,0,0,0,0,0,0
ENSG00000276310,0,0,0,0,0,0,0,0
ENSG00000276311,0,0,0,0,0,0,0,0
ENSG00000276312,0,0,0,0,0,0,0,0
ENSG00000276313,0,0,0,0,0,0,0,0
ENSG00000276314,0,0,0,0,0,0,0,0
ENSG00000276315,0,0,0,0,0,0,0,0
ENSG00000276316,0,0,0,0,0,0,0,0
ENSG00000276317,34,46,85,75,32,99,80,76
ENSG00000276318,0,0,0,0,0,0,0,0
ENSG00000276319,0,0,0,0,0,0,0,0
ENSG00000276320,0,0,0,0,0,0,0,0
ENSG00000276321,0,0,0,0,0,0,0,0
ENSG00000276322,0,0,0,0,0,0,0,0
ENSG00000276323,0,0,0,0,0,0,0,0
ENSG00000276324,0,0,0,0,0,0,0,0
ENSG00000276325,4,9,13,9,12,14,11,14
ENSG00000276326,2,8,6,18,12,4,7,10
ENSG00000276327,0,0,0,0,0,0,0,0
ENSG00000276328,0,0,0,0,0,0,0,0
ENSG00000276329,0,0,0,0,0,0,0,0
ENSG00000276330,6,30,14,13,9,17,4,21
ENSG00000276331,0,0,0,0,0,0,0,0
ENSG00000276332,0,0,0,0,0,0,0,0
ENSG00000276333,0,0,0,0,0,0,0,0
ENSG00000276334,138,582,874,668,681,500,392,414
ENSG00000276335,0,0,0,0,0,0,0,0
ENSG00000276336,0,0,0,0,0,0,0,0
ENSG00000276337,51,136,124,149,334,106,91,88
ENSG00000276338,0,0,0,0,1,0,0,0
ENSG00000276339,0,0,0,0,0,0,0,0
ENSG00000276340,0,0,0,0,0,0,0,0
ENSG00000276341,0,0,0,0,0,0,0,0
ENSG00000276342,0,0,0,0,0,0,0,0
ENSG00000276344,0,0,0,0,0,0,0,0
ENSG00000276345,89,0,0,0,2,64,0,0
ENSG00000276346,0,0,0,0,0,0,0,0
ENSG00000276347,0,0,0,0,0,0,0,0
ENSG00000276348,0,0,0,0,0,0,0,0
ENSG00000276349,0,0,0,0,0,0,0,0
ENSG00000276350,0,0,0,0,0,0,0,0
ENSG00000276351,0,0,0,0,0,0,0,0
ENSG00000276352,0,0,0,0,0,0,0,0
ENSG00000276353,0,2,2,1,1,0,0,0
ENSG00000276354,2,17,21,23,22,23,17,25
ENSG00000276355,0,0,0,0,0,0,0,0
ENSG00000276356,0,0,0,0,0,0,0,0
ENSG00000276357,0,0,0,0,0,0,0,0
ENSG00000276358,0,0,0,0,0,0,0,0
ENSG00000276359,0,0,0,0,0,0,0,0
ENSG00000276360,0,0,0,0,0,0,0,0
ENSG00000276361,0,0,0,0,0,0,0,0
ENSG00000276362,1,3,0,0,0,0,0,1
ENSG00000276363,0,0,0,0,0,0,0,0
ENSG00000276365,0,0,0,0,0,0,0,0
ENSG00000276366,0,0,0,0,0,0,0,0
ENSG00000276367,0,0,0,0,0,0,0,0
ENSG00000276368,50,23,27,54,10,46,32,46
ENSG00000276369,0,0,0,0,1,0,0,0
ENSG00000276370,0,0,0,0,0,0,0,0
ENSG00000276371,0,0,0,0,0,0,0,0
ENSG00000276372,0,0,0,0,0,0,0,0
ENSG00000276373,0,0,0,0,0,0,0,0
ENSG00000276374,0,0,0,0,0,0,0,0
ENSG00000276375,16,27,31,55,46,24,29,36
ENSG00000276376,3,1,1,8,4,1,2,3
ENSG00000276377,0,0,0,0,0,0,0,0
ENSG00000276378,0,0,0,0,0,0,0,0
ENSG00000276379,0,0,0,0,0,0,0,0
ENSG00000276380,0,1,0,0,0,0,0,0
ENSG00000276381,4,12,16,22,19,13,7,11
ENSG00000276383,0,0,0,0,0,0,0,0
ENSG00000276384,3,1,1,2,1,5,4,2
ENSG00000276385,0,0,0,0,0,0,0,0
ENSG00000276386,0,0,4,0,0,0,0,0
ENSG00000276387,0,0,0,0,0,0,0,0
ENSG00000276388,0,0,0,0,0,0,0,0
ENSG00000276389,0,0,0,0,0,0,0,0
ENSG00000276390,23,28,30,39,34,55,26,33
ENSG00000276391,0,0,0,0,0,0,0,0
ENSG00000276392,0,0,0,0,0,0,0,0
ENSG00000276393,0,0,0,0,0,0,0,0
ENSG00000276394,0,0,0,0,0,0,0,0
ENSG00000276395,0,0,0,0,0,0,0,0
ENSG00000276396,0,0,0,0,0,0,0,0
ENSG00000276397,0,0,0,0,0,0,0,0
ENSG00000276398,0,0,0,0,0,0,0,0
ENSG00000276399,0,4,0,12,9,1,3,5
ENSG00000276400,0,0,0,0,0,0,0,0
ENSG00000276401,0,0,0,0,0,0,0,0
ENSG00000276402,0,0,0,0,0,0,0,0
ENSG00000276403,0,0,0,0,0,0,0,0
ENSG00000276404,5,2,0,1,3,11,8,4
ENSG00000276405,39,76,109,157,85,129,101,103
ENSG00000276406,0,1,0,4,1,4,4,2
ENSG00000276407,0,0,0,0,0,0,0,0
ENSG00000276408,0,0,0,1,1,0,1,0
ENSG00000276409,0,0,2,0,0,0,0,0
ENSG00000276410,287,195,145,167,36,133,129,109
ENSG00000276411,0,1,2,3,2,7,2,0
ENSG00000276412,1,1,0,0,0,0,0,0
ENSG00000276413,0,0,0,0,0,0,0,0
ENSG00000276414,0,0,0,0,0,0,0,0
ENSG00000276415,0,0,0,0,0,0,0,0
ENSG00000276416,0,0,0,0,0,0,0,0
ENSG00000276417,28,51,60,77,104,102,62,51
ENSG00000276418,7,40,47,86,43,53,31,29
ENSG00000276419,0,0,0,0,0,0,0,0
ENSG00000276420,0,0,0,0,0,0,0,0
ENSG00000276421,0,0,0,0,0,0,0,0
ENSG00000276422,0,0,0,0,0,0,0,0
ENSG00000276423,0,0,0,0,0,0,0,0
ENSG00000276424,0,0,0,0,0,0,0,0
ENSG00000276425,0,0,0,0,0,0,0,0
ENSG00000276426,0,0,0,0,0,0,0,0
ENSG00000276427,0,0,0,0,0,0,0,0
ENSG00000276428,0,0,1,0,0,0,0,0
ENSG00000276429,0,0,0,0,0,0,0,0
ENSG00000276430,0,0,0,0,0,0,0,0
ENSG00000276431,0,0,0,0,0,0,0,0
ENSG00000276432,0,0,0,0,0,0,0,0
ENSG00000276433,0,0,0,0,0,0,0,0
ENSG00000276434,0,2,2,3,6,5,2,2
ENSG00000276435,0,0,0,0,0,0,0,0
ENSG00000276436,6,0,0,2,1,1,2,1
ENSG00000276437,0,0,0,0,0,0,0,0
ENSG00000276438,0,0,0,0,0,0,0,0
ENSG00000276439,0,0,0,0,0,0,0,0
ENSG00000276440,0,0,0,0,0,0,0,0
ENSG00000276441,0,0,0,0,0,0,0,0
ENSG00000276442,0,0,0,0,0,0,0,0
ENSG00000276443,0,0,0,0,0,0,0,0
ENSG00000276444,0,0,0,0,0,0,0,0
ENSG00000276445,0,1,3,1,3,2,2,6
ENSG00000276446,0,0,0,0,0,0,0,0
ENSG00000276447,0,0,0,0,0,0,0,0
ENSG00000276449,33,30,66,115,117,83,70,74
ENSG00000276450,0,0,0,0,0,0,0,0
ENSG00000276451,0,0,0,0,0,0,0,0
ENSG00000276452,0,0,0,0,0,0,0,0
ENSG00000276453,0,0,0,0,0,0,0,1
ENSG00000276454,7,24,29,31,20,32,25,28
ENSG00000276455,0,0,0,0,0,0,0,0
ENSG00000276456,0,0,0,0,0,0,0,0
ENSG00000276457,0,0,0,0,0,0,0,0
ENSG00000276458,0,0,0,0,0,0,0,0
ENSG00000276459,0,0,0,0,0,0,0,0
ENSG00000276460,0,0,0,0,0,0,0,0
ENSG00000276461,0,0,0,0,0,0,0,0
ENSG00000276462,1,2,2,1,1,4,0,3
ENSG00000276463,0,0,0,0,0,0,0,0
ENSG00000276464,0,0,0,0,0,0,0,0
ENSG00000276465,0,0,0,0,0,0,0,0
ENSG00000276466,0,0,0,0,0,0,0,0
ENSG00000276467,0,0,0,0,0,0,0,0
ENSG00000276468,0,0,0,0,0,0,0,0
ENSG00000276469,0,0,0,0,0,0,0,0
ENSG00000276470,0,0,0,0,0,0,0,0
ENSG00000276471,0,0,0,0,0,0,0,0
ENSG00000276472,0,0,0,0,0,0,0,0
ENSG00000276473,0,0,0,0,0,0,0,0
ENSG00000276474,1,0,0,1,0,0,1,0
ENSG00000276475,0,0,0,0,0,0,0,0
ENSG00000276476,42,68,106,187,359,310,60,115
ENSG00000276477,0,0,0,0,0,0,0,0
ENSG00000276478,0,0,0,0,0,0,0,0
ENSG00000276479,0,0,0,0,0,0,0,0
ENSG00000276480,0,0,0,0,0,0,0,0
ENSG00000276481,0,0,0,0,0,0,0,0
ENSG00000276482,0,0,0,0,0,0,0,0
ENSG00000276484,0,0,0,0,0,0,1,0
ENSG00000276485,0,0,0,0,0,0,0,0
ENSG00000276486,0,0,0,0,0,0,0,0
ENSG00000276487,0,0,0,0,0,0,0,0
ENSG00000276488,1,1,5,2,5,2,1,4
ENSG00000276489,0,0,0,0,0,0,0,0
ENSG00000276490,0,0,0,0,0,0,0,0
ENSG00000276491,0,0,0,0,0,0,0,0
ENSG00000276492,0,0,0,0,0,0,0,0
ENSG00000276493,13,18,21,21,24,23,19,15
ENSG00000276494,4,17,23,22,58,14,5,16
ENSG00000276495,0,0,0,0,0,0,0,0
ENSG00000276496,0,0,0,0,0,0,0,0
ENSG00000276497,0,0,0,0,0,0,0,0
ENSG00000276498,0,0,0,0,0,0,0,0
ENSG00000276499,0,0,0,0,0,0,0,0
ENSG00000276500,1,5,7,6,13,10,5,8
ENSG00000276501,0,0,0,0,0,0,0,0
ENSG00000276502,0,0,0,0,0,0,0,0
ENSG00000276503,0,0,0,0,0,0,0,0
ENSG00000276504,0,0,0,0,0,0,0,0
ENSG00000276505,0,0,3,0,0,1,0,0
ENSG00000276506,0,0,0,0,0,0,0,0
ENSG00000276507,0,0,0,0,0,0,0,0
ENSG00000276508,0,2,1,2,8,1,0,0
ENSG00000276509,5,8,10,8,6,17,7,16
ENSG00000276510,0,0,0,0,0,0,0,0
ENSG00000276511,0,0,0,0,0,0,0,0
ENSG00000276512,0,0,0,0,0,0,0,0
ENSG00000276513,0,0,0,0,0,0,0,0
ENSG00000276514,0,2,1,0,3,1,0,0
ENSG00000276515,0,0,0,0,1,0,0,0
ENSG00000276516,0,0,0,0,0,0,0,0
ENSG00000276517,356,1305,1688,1912,1682,932,780,881
ENSG00000276518,0,0,0,0,0,0,0,0
ENSG00000276519,0,0,0,0,0,1,0,0
ENSG00000276520,0,0,0,0,0,2,0,0
ENSG00000276521,0,0,0,0,0,0,0,0
ENSG00000276522,0,0,0,0,0,0,0,0
ENSG00000276523,3,9,5,13,9,16,9,11
ENSG00000276524,2,5,4,2,1,7,1,1
ENSG00000276525,0,0,0,0,0,0,0,0
ENSG00000276526,0,0,0,0,0,0,0,0
ENSG00000276527,0,0,0,0,0,0,0,0
ENSG00000276528,0,0,0,0,0,0,0,0
ENSG00000276529,14,28,18,19,16,28,30,27
ENSG00000276530,0,0,0,0,0,0,0,0
ENSG00000276531,0,0,0,0,0,0,0,0
ENSG00000276532,0,0,0,0,0,0,0,0
ENSG00000276533,17,37,46,40,43,32,19,30
ENSG00000276534,0,0,0,0,0,0,0,0
ENSG00000276535,0,0,0,0,0,0,0,0
ENSG00000276536,0,0,0,0,0,0,0,0
ENSG00000276537,0,0,0,0,0,0,0,0
ENSG00000276538,0,0,1,0,0,1,0,0
ENSG00000276539,0,0,0,0,0,0,0,0
ENSG00000276540,0,0,0,0,0,0,0,0
ENSG00000276541,0,0,0,0,0,0,0,0
ENSG00000276542,0,0,0,0,0,0,0,0
ENSG00000276543,0,0,0,0,0,0,0,0
ENSG00000276544,0,0,0,0,0,0,0,0
ENSG00000276545,1,8,19,11,18,13,11,3
ENSG00000276546,0,0,0,0,0,0,0,0
ENSG00000276547,13,28,50,61,48,92,46,22
ENSG00000276548,0,0,0,0,0,0,0,0
ENSG00000276550,748,2412,2129,2776,1288,1128,2647,2158
ENSG00000276551,0,0,0,0,0,0,0,0
ENSG00000276552,0,0,0,0,0,0,0,0
ENSG00000276553,0,0,0,0,0,0,0,0
ENSG00000276554,5,7,16,19,12,9,9,23
ENSG00000276555,0,0,0,0,0,0,0,0
ENSG00000276556,0,0,0,0,0,0,0,0
ENSG00000276557,281,337,413,353,243,510,541,493
ENSG00000276558,0,7,8,3,6,8,3,5
ENSG00000276559,0,0,0,0,0,0,0,0
ENSG00000276560,3,7,2,4,15,0,0,0
ENSG00000276561,0,0,0,0,0,0,0,0
ENSG00000276562,0,0,0,0,0,0,0,0
ENSG00000276563,0,0,0,0,0,0,0,0
ENSG00000276564,51,137,168,130,201,143,109,97
ENSG00000276565,0,0,0,0,0,0,0,0
ENSG00000276566,0,0,0,25,0,35,2,1
ENSG00000276567,0,0,0,0,0,0,0,0
ENSG00000276568,7,6,3,7,3,6,6,7
ENSG00000276569,0,0,0,0,0,0,0,0
ENSG00000276570,24,50,52,70,73,91,68,60
ENSG00000276571,11,20,38,46,29,31,31,28
ENSG00000276572,0,0,0,0,0,0,0,0
ENSG00000276573,6,12,13,26,13,16,14,15
ENSG00000276574,0,0,0,0,0,0,0,0
ENSG00000276575,6,3,16,10,13,8,13,4
ENSG00000276576,0,0,0,0,0,1,0,0
ENSG00000276577,0,0,0,0,0,0,0,0
ENSG00000276578,1,0,1,1,0,0,0,0
ENSG00000276579,0,0,0,0,0,0,0,0
ENSG00000276580,2,0,0,0,0,0,1,0
ENSG00000276581,0,0,0,0,0,0,0,0
ENSG00000276582,0,0,0,0,0,0,0,0
ENSG00000276583,0,0,0,0,0,0,0,0
ENSG00000276584,0,0,0,0,0,0,0,0
ENSG00000276585,0,0,0,0,0,0,0,0
ENSG00000276586,0,0,0,0,0,0,0,0
ENSG00000276587,0,0,0,0,0,0,0,0
ENSG00000276588,0,0,0,0,0,0,0,0
ENSG00000276589,0,0,0,0,0,0,0,0
ENSG00000276590,0,0,0,0,0,0,0,0
ENSG00000276591,0,0,2,0,0,0,0,0
ENSG00000276592,0,0,0,0,0,0,0,0
ENSG00000276593,0,1,6,7,6,9,6,7
ENSG00000276594,0,0,0,0,0,0,0,0
ENSG00000276595,0,0,0,0,0,0,0,0
ENSG00000276596,0,0,0,0,0,0,0,0
ENSG00000276597,31,30,27,44,47,23,87,27
ENSG00000276598,0,0,0,0,0,0,0,0
ENSG00000276599,0,0,0,0,0,0,0,0
ENSG00000276600,2,0,0,0,1,2,0,0
ENSG00000276601,0,0,0,0,0,0,0,0
ENSG00000276602,2,0,1,1,0,1,0,0
ENSG00000276603,38,79,97,138,73,102,90,78
ENSG00000276604,0,0,0,0,0,0,0,0
ENSG00000276605,0,0,0,0,0,0,0,0
ENSG00000276606,0,0,0,0,0,0,0,0
ENSG00000276607,1,8,16,9,18,2,6,5
ENSG00000276608,0,0,0,0,0,0,0,0
ENSG00000276609,0,0,0,0,0,0,0,0
ENSG00000276610,0,0,0,0,0,0,0,0
ENSG00000276611,0,0,0,0,0,0,0,0
ENSG00000276612,0,0,0,0,1,0,0,0
ENSG00000276613,0,0,0,0,0,0,0,0
ENSG00000276614,0,0,1,0,0,0,0,0
ENSG00000276615,0,0,0,0,0,0,0,0
ENSG00000276616,0,0,0,0,0,0,0,0
ENSG00000276617,0,0,0,0,0,0,0,0
ENSG00000276618,0,0,0,0,0,0,0,0
ENSG00000276619,0,0,0,0,0,0,0,0
ENSG00000276620,0,0,0,0,0,0,0,0
ENSG00000276621,1,14,9,17,23,14,8,8
ENSG00000276622,0,0,0,0,0,0,0,0
